text,label
"כל הכיתה שלך מתה עליי ובגלל זה אני צריכה שתגידו לרפי שאתם רוצים שאני ורוני נדריך אותכם בגיחה
",0
"מה יש לאהוב בי
",0
"עידו תקשר אליי בעשר נילך
",0
"פבגי מובייל
",0
"הרסת את הכל
",0
"מה פחות
",0
"לא יוגעת
",0
"אם כמה ילדים
",0
"כולך עצמות
",0
"ידידה של חן
",0
"איך ? במחצית פרופס
",0
"תא ראה
",0
"רז הביא לך את הספר שלו?
",0
"אהה זה מזמן ושכחתי להחזיר אותך זה שרבנו
",0
"זין עליך 
",0
"אנחנו לא נפגשים כמעט
",0
"אצלי אני וואו
",0
"מאמי אני אוהבת אותך
",0
"עמבעמל אקל
",0
"איריס פרשה
",0
"עם מי נפגשים מחר??
",0
"אל מה את מדברת לא אמרתי כלום
",0
"סתם לא באמת#
",0
"איתי תזכור מחר
",0
"את ראשון זיו שני ומהשמו 3
",0
"אין לך ממה
",0
"בעבודה נפלתי
",0
"מה השם שלו??
",0
"תודה בייבי
",0
"נכון רוצים לבוא לגדנע
",0
"נו הבנו על תעתיק
",0
"נודרת נדר באמאשלי לשלוח אתזה בשידור 1. אני מאוהב בך 2. אני אוהב אותך ולא יודע איך להגיד לך 3. את מושלמת 4. את יפה 5. אניי רווצה חייבוק 6. רוצה להיות חברה שלי? 7. אני רוצה רק אותך 8. את מגניבה 9. רוצה להתנשק 10. התינשאי לי? 11. רוצה להרחיב את הקשר 12.את נחמדה מסננים נחסמים בשביל מה לסנן אתם מה זה יוצאים חראות בסוף תענוווו #שידור 
",0
"מביא א עליך אגרופן 
",0
"אז אני יכול להרכיב את כהן
",0
"איזה משימה כתה
",0
"אני אתה ואורי זה לא ילך
",0
"אחרי לומד לאנגלית ואז אימון ## 
",0
"רק של אבא
",0
"אורין ניתקה ממני קשר
",0
"את ממש. תועה
",0
"אריאל מה אתה עושה בקבוצה של רכבים ואתה לא מבין כלום
",0
"יש לי זמן ורצון להקשיב
",0
"ישראל הגענו@
",0
"זה תלוי גם כמה כסף אמא שלי תחליט להביא לי
",0
"צריך אבל משהו לגילנו. אנחנו בכל זאת עם סיגל ואיריס שם
",0
"לך ישר הבייתה
",0
"הנסיכה שלי ניכנסת ולא יוצאת לעולמים אוהבת אותך אישתי רק היא תביןאפללו♡.ש.
",0
"כן באמת
",0
"הכירו: המקרר של אור לוי אתם המקרר של אור לוי
",0
"מה עם השמלה
",0
"בטח שכן הוא עולה רמות
",0
"אבל זה יספיק כי כל אחד יביא ביצה ותפוח אדמה לעצמו
",0
"ויש לי בגד להביא ל....תומאז
",0
"לקחת הפסקות כל היום
",0
"היא ענקיתתתת
",0
"שוב נבו
",0
"וגמרתי את מה שיש לי בבית
",0
"הוא בחר אותה לבד??
",0
"אה .. טוב תהני
",0
"מי עם מיטל בהיסטוריה?
",0
"את איך שמורידים
",0
"מזכירה להביא מחר חסה תפוח אדמה וביצה
",0
"לאפרת לך לשלומו...
",0
"אני הייתי מתווכחת איתם
",0
"ליאם תקשיבי מחר אני ישר הולכת לשרון או לשני או לשרון ליבני לא יודעת מבטיחה שזה לא יקרה שוב עכשיו בוא נוסיף את כל עדים שעזבו כי אין בת מצווה בלי שהילדים יגיעו נכון וזה עצוב שזה קרה בסדר אבל עכשיו איך מוסיפים את כולם והכל יהיה בסדר באמת שכן באיזה זה כל הקטע הזה לעשות לך שמח ולבוא לבת מצווה שלך כי זה כל הקטע 
",0
"את באה לב?
",0
"ואמרתי לך כבר אל תקלל אותי ככה
",0
"כבר הייתי מכינה את הפה שלי
",0
"אין מה לעשות כל העולם בחוץ צריך לשמור שטח
",0
"איפה כתבווו
",0
"מה יש לך מאפרת אמא
",0
"חחחחחחחחחחח עדן הרגת אותי
",0
"עידן זה חבר שלך
",0
"אתן תקבלו
",0
"כן איך אתה יודע
",0
"קבעתי סינטטי ביום ראשון 9 עד 11
",0
"סתם ככה
",0
"וואי בא לי פיצה
",0
"מי שרצה לצאת ולא היה בטוח אם הוא יכול לצאת הוא לא פשוט חייג שאל אם אפשר לצאת אוו לא
",0
"חחח סתם
",0
"לסגור מעגל
",0
"אתה מדבר איתה כל חייך בערך 
",0
"פפפ התרגשתי מחברה חדשה
",0
"תגיב נכון
",0
"נראה לי??‍♂
",0
"למה מי הוא
",0
"ראיקו סבבה
",0
"מה היה אתמול
",0
"אפשר לעשות בתמונות?
",0
"איךךץ ?!??!?!
",0
"אני בא מתחת לבית שלך
",0
"רווק מישהי שיצאה לי מהחיים תנחשו... ולא נראלי שיחזור # 
",0
"אז תמחקי את ההודעה הזו
",0
"נו כוסשאמאמאמשלך תענה
",0
"סתכלי עוד פעם
",0
"עוד?! # .ש.
",0
"והוא היה צריך ללכת
",0
"בוקר טוב נסיך שלי
",0
"אפשר אפילו בשיעור סלסלתי
",0
"הודעה זו נמחקה 
",0
"תמשיך לנסות
",0
"אז איזה ספרי
",0
"אנחנו נסתדר
",0
"הנה הקבוצה
",0
"והם לא רבו
",0
"זה הכי טוב
",0
"מה נראלךך
",0
"כאילו יש מצב אפעם לא הסתכלתי עליו
",0
"נחל הקיבוצים... אולי
",0
"זה לא עיר
",0
"את עצבנית עלי שלא סיפרתי לל מהתחלה תגידי אמת 
",0
"גם אתה לא מטפל בי טוב
",0
"הסאונד היה קצת בעייתי
",0
"כנראה אכלתי משהו לא טוב
",0
"אני גם יבוא
",0
"תשלחי לי בבקשה את המספר טלפון של אמא של איתי
",0
"הנה הפסקתע
",0
"ואין לי כח לריב איתה בא לי לצאת איתכם
",0
"כי לא באלי
",0
"אין לי בגד ים פה
",0
"היום הסתבחתי עם הדברים
",0
"אז חחח
",0
"עבר ?
",0
"תגיד מתי סיימתה טוב
",0
"מאיפה היא יודעת שאנחנו מדברים
",0
"איחלתי לחייל בהצלחה
",0
"למרות שלי אין כל כך עליה
",0
"הוא לא יעיר אותי
",0
"מישהו יכול לשלוח לי את עמודים 86-87 בהיסטוריה
",0
"יאוו. ניייס!
",0
"אבל אם שואלים אותך אתה תספר.?
",0
"אני כנראה
",0
"לכי זדייני אעלק אני שפוט שלו 
",0
"שאני פאקינג אמות
",0
"תנדור בבן אדם הכי חשוב לך
",0
"מצצצ הגבוה
",0
"איזה שחור או לבן?
",0
"מתי אתה הולך
",0
"אני כבדד1
",0
"ואי גם אני שכחתי לקנות נייר מגבת
",0
"יאללה כנסו
",0
"ממשיכות בחגיגות#
",0
"היי בן
",0
"לא שאלנו למה
",0
"שלחתי בסטטוס
",0
"סיימתי ב45
",0
"הייתי מדבר איתן שיבוא
",0
"חג שמח אחשלי
",0
"נגיד מ1-10 כמה באלך חח
",0
"לא אוהבת שלשתי הקבוצות האחרות מותר אבל בשניה שכחולים תופסים מכון אנחנו מינימום שילוב של השטן ופאקימג דאעש
",0
"איך שם יפה?
",0
"בוקר טוב אני אבוא עם האוטו שלי כי לא בטוח שאשאר עד הסוך
",0
"אני וזיו יכולים לעשות לכם שיעורים
",0
"כי זה מוזר
",0
"הלכת לבית ספר?
",0
"שלחו הודעות יום כואב עבר עלי! אל תשמכו על אף אחד רק על עצמכם.איך זה שהרעים מנצחים. מפירים חוקים.-לא תגנוב.לא תנאף.ולא תשקר.אכלת אותה#שידור 
",0
"אני באמת לא מסוגלת עכשיו..
",0
"מה עשית?!
",0
"באמת היא זיהתה אותך??
",0
"בזכות מי
",0
"אומר תודה על זה כל בוקר 
",0
"אני אכתוב יותר לקראת יום רביעי, איך בטיוש???
",0
"אנחנו הולכות לבלנגה
",0
"דיברתי על שירה טובול
",0
"ופריאל רק אומרת לו טל אומר לי הופה
",0
"אתם חייבים לעשות את זה... לפי האות הראשונה בשם של הראשון שרואה את זה א- תכתוב במי אתה מאוהב בשידור ב- תספר סוד שלך בשידור ג- תלך למישהו ברחוב ותגיד לו מה קורה ד- תדבר עם מישהו 10 דקות בטלפון? ה- פטור ו- תאכל משהו חריף ז- תעבוד על חבר בפאלפון ח- תספר כמה אקסים היו לך ט- פטור י- שלח-לחבר קרוב... כ- תאכל כף מיונז? ל- תשתה קולה עם קטשופ מ- שאתה לא בבית תגיד לחבר לבוא אלייך נ- פטור ס- תחליף את השם של הקבוצה של הכיתה ל- קקי ע- פטור פ- צעק ""אלווכבר"" ברחוב. צ- פטור ק- תבקש מההורים כסף ר- תספר סוד לילד שאתה הכי פחות אוהב ש- תעשה לייב באינסטנגרם ת- פטור? #שידורררררשוב 
",0
"אולי גם זה יעבוד
",0
"החלמה מהירה וטובה תרגיש טוב
",0
"אנחנו אפסים
",0
"אני נכנסת לוואטסאפ, ואני רואה אותכם מדברים על נעליים ודפים
",0
"טוב אני מכבה לגמרה את הטלפון שלי ליומיים הבאים אז להיתראות
",0
"יש שני צדדים
",0
"יש חבלים בשביל לעשות קשר צופים ורובי צעצוע.
",0
"כע את זה אני יודע אבל לא מצליח לחשב את השבועות וכל אלה
",0
"עכשיו למה קשה לך להסביר
",0
"יש על זה פתגם
",0
"לא אומרת מודיעה
",0
"Home (לא מעכשיו) #@ 
",0
"הם באותה קבוצה...
",0
"מה הפסקתן לדבר
",0
"גם אני את לא קולטת
",0
"כמו שאמרת לי על השיער שלי
",0
"אלמוג הסתפרתי
",0
"מי אמר לך
",0
"מה צריכים לעשות
",0
"בטעות הוא שלח
",0
"בבקשה תיכנס לפארטי
",0
"שאמא תשיר בימקומי
",0
"כע למה לא
",0
"מי רוצה להיפגש בגן שמעון איתי ועם תומר
",0
"תגידי ללינוי להתחבר דקה
",0
"חמודה יפה?
",0
"כדי לדעת אם אתם מגישים אחרנו??‍♀
",0
"כמה שווה
",0
"יש לך כסף בבית?
",0
"מה אין באורי
",0
"שאלון שם: רוזה דוידוביץ עיר: ראשון לציון בסטים : הן יודעות יש חבר?: לא רוצה חבר?: אולי מאוהבת?: לא צחקת היום?: איך אפשר שלא בכית היום?: מצחוק פעם אחרונה שבכית: אתמול נראלי אנשים שנואים?: ? שתית פעם?: אלכוהול כאילו? מה אתה שונא?: אנשים צבועים שקרנים מעצבנים שחצנים ובנים שמשחקים בבנות? יש לך סודות?: כן ציון הכי טוב : 100 ציון הכי גרוע: 58 באיזה מקצוע: ספרות סוללה: 84% זמר/ת אהוב/ה: אין לי שיר אהוב: on&on חיה אהובה: כלב טבע או קניון?: קניון! צבע אהוב: (כחול) שברו לך פעם תלב?: אוי כן את מי אתה מחייב לענות על השאלון הזה?: אמממ לא יודעת.... # 
",0
"כלכך נכוןןן קרדיט ליומהולגת שלי! 
",0
"תבוא לדורי
",0
"מה קורי
",0
"מבטיחה איזה כיף זה לעבוד על נועה&^
",0
"מה את חושבת אני ילדה בת ארבע
",0
"מיקה אח שלי היקר שידור 
",0
"איך עם בנים יש חברויות וזה?
",0
"אין איך למלא hp!
",0
"היא מאוהבת בי 
",0
"כיאלו מאז שיצאנו לחופש
",0
"יפה ואת אוהבת אותו ואל תגידי ששאלתי
",0
"סתם מסתובב במגרש
",0
"לא מחר ?
",0
"זה היה כבר?
",0
"אני בליטרלי הלםםםםם
",0
"לא לא זה פדחני
",0
"דיייי יכחבההה איזה כתפיים יצא לי של גבר
",0
"אני שמרתי עליכם בעזה ?
",0
"את מסניפה לארוחת בוקר פלוצים של למור? את מפחידה אותי 
",0
"לא יודעת...
",0
"עזבי אותך אני נשארת עם אהובי
",0
"אלה בן דוד עוגונית שלי
",0
"שלח שם
",0
"יואווווווו כיף להההההההה
",0
"חסרת טקט
",0
"אז לא בטוח הוא בא
",0
"מתן שאתם הולכים לסרט אני לא בא איתכם עם פה הולכים לסרט אני הולך איתם
",0
"מקצועות טכניים
",0
"יודעת הכל
",0
"אגמי חיים שלי מזל טוב 
",0
"רק עכשיו האמנת
",0
"מה אין רעיון למישהי אחי?
",0
"גם כימיה נראה לי יש
",0
"איך זכרתי אהה?!
",0
"זה מה שהיא הביאה לי
",0
"אני אומר לו אין הוא לא רוצה
",0
"אפחד לא אומר לה שאתם מתאימים אני גם בשחנשים האלה
",0
"אכפת ואתה מוזר
",0
"יצאלי עינים
",0
"הוא מתחיל עם בנות לידי
",0
"באמת אתה רוצה ככ ? ??‍♀
",0
"העיפו אותי
",0
"כל אחת
",0
"כולם עולים בביתר
",0
"והיא לא מפסיקה
",0
"כל היום הלך חרא
",0
"איך הופכים למומחה בתחום?
",0
"אעעא אחרי טיול מושלםם @דניאל_אהובי @ינאי_נמרתי @רביד_החמדמד @יהלי_סוטתהמין @ליאל_החמדמד @אגם_אישתי @זובל_הזובלית @מיקוששש_סלייי ## 
",0
"יצאנו לחגוג להן איתן: @יסמין @ליאן 
",0
"את רוצה לדבר על בן אנד ג'ריס נראה לי??
",0
"כע נודאת
",0
"עדיין לא ענה
",0
"מיכל מה אני יכול לעשות כדי לשמח אותך?
",0
"כי מה יש לך. לספר על זה ש""דיברתי עם ירין""
",0
"אלההה באר שבעעע
",0
"אחותיייייי אחיייייי 
",0
"באים עוד 10 דקות
",0
"קיצר אז מה קורה וזה
",0
"איך אני ידע
",0
"בוקר של מבחן. #תנך. שידור 
",0
"זוחרים את ההברזה שלנו
",0
"זבל בסטורי של סר
",0
"אני לא יכןלה אחר כך כי אחרי זה אנחנו ישר נןסעות לסינימה
",0
"אולי זה מביך
",0
"את טסה?
",0
"זה מה שאני הכי רוצה עכשיו
",0
"חחחח סע סע 
",0
"במהירות רבנ
",0
"אז עשיתי מרתון פולמון כמעט סיימתי תעונה השניה
",0
"והוא היה נראה דיי רציני
",0
"אללה מכותתתתת????????
",0
"ולבסוף אחרי 7 שעות, הוא הצליח, הוא ראה את המיקום הסופי, רובלוקס שמחו ועודדו אותו, והוא התחיל לדמוע טיפה
",0
"זאת לא היא
",0
"אני כל כך מחכה לזה
",0
"למה שלחת לי ממתין להודעה זו ?
",0
"זאת ריקי
",0
"כי היא רגישה ואין לי כוח שתתחיל ליבכות לי שכולם רבו איתה.
",0
"של מה הוא?
",0
"בהצלחה לא להיכשל בשלב ב
",0
"סטל ה עם האחים
",0
"ישנה בפתח תקווה אצל סבתושש ## 
",0
"עושים משהו היום??
",0
"אתם מכירים זה שאתם מדברים הרבה אם הבת שאתה הכי אוהב ואת מציע לה והיא אומרת היא לא רוצה חבר ואז אחרי שבוע יש לה חבר אחרי שהיא אמרה לי שהיא לא רוצה חבר
",0
"ייישששש!!! מאז הכדור במסיבת פורים לא זכיתי במשהו
",0
"רוית 1
",0
"סליחה תסלחי לי
",0
"הוא המשיך ללכת
",0
"מה אתה רוצה ממני?
",0
"תתחדשי סשה
",0
"מה..? *מבולבל*
",0
"כי אני יודע שהיא מבלבלת תמוח כי היא מקנאה שאנחנו מדברים
",0
"לא היאאא
",0
"רק בריאות יהלי
",0
"כי משה אמר 10 שירים כל שבוע
",0
"לא נודרת
",0
"אמת או סולם אהבה
",0
"בתאבון אבל איפה הכלי 
",0
"מה את חושבתתת שאני נהנית פהההה
",0
"אבל אני לא חושבת שזה טרנד? אני חושבת שזה פשוט יותר בולט..
",0
"אבל מי לוקח
",0
"זו בדיוק הסיבה שאני אפילו לא משווק את זה רק חומר גלם כמעט 200 שקל לעצמי הכנתי מ""שאריות""
",0
"יום נדירר סוף סוף לילה טוב מאי לינוי וללורן # 
",0
"~דניאל המלך
",0
"מיאל מזל טוב חיייםמשלי מאחל לך מיאל אדם שתלכי להופעה של עומר אדם ותעשי כול מה שאת רוצה עם עומר אדם תמיד כיף לדבר איתך על הרבה נושאים ביניהם אוכל כול בוקר מחכה לשיחה איתך את הידידה הכי טובה שלי אז בקיצור מאחל לך : בריאות אושר אהבה שמחה להיות עם עומר אדם וכול מה שטוב בחיים מאחל דביר 
",0
"בקיצור: מי שלא עבר עיסוי אצל ניר לא יודע מה שהוא הפסיד! ממש ככה! 
",0
"אבל שם כולם יהיו!!
",0
"כן גם של איה
",0
"גמאני בסדר שאנחנו לא יחד...
",0
"איזה נועה הלכה ליועצת
",0
"חרא שלע
",0
"אני קונה בטוח יום ראשון את השמאלית למטה אני שםעל מה שיגידו
",0
"כע קצת למעלה
",0
"הקול שלו הורג אותי
",0
"למה אתה אמרת שהיא הציעה לך?
",0
"גם אנח
",0
"אני מתכתב עם טל
",0
"#אמא אני אוהבת אותך הכי בעולם
",0
"מה נראה לה
",0
"מישהו מוכן להסביר לי איך זה שביום שאני ישנה בו 3.5 שעות אני ערנית כל היום, וכשאני ישנה 7 אני מתה מעייפות?!#
",0
"איך שאומרים פעם שלישית גלידה
",0
"ככה יקח לי רבע שעה
",0
"אזז מי זה
",0
"אני אמחק‍♀
",0
"תשאלי את חבר שלך
",0
"אבל כשאת איתו תיהי בטוחה
",0
"איזה דילי אוריההה
",0
"זה פשוט מטריד...
",0
"רוצה שנהיה באסטים ??
",0
"טעים כזה
",0
"שלא תחסום
",0
"הוא הפך להיות ממש שוויצר וכל הזמן שאנחנו רוצים להסתובב אז הוא שואל רק אותי ואת ברושית וגם מוריה ורום איתנו ואז הם כועסים עלי כי הם חושבים שלא הזמנתי אותם
",0
"מנקים לפסח
",0
"4 גאיה סבן?‍♀ .ש.?‍♀ 
",0
"שלחו לי! Tellonym Me! https://tellonym.me/Liyam1908 
",0
"@Good morning @ארגונים לבת מצווה 
",0
"עוד מעט במץנס
",0
"לצורקן הרקדנית שלי חייםשלי אוהב 
",0
"הכל מגעיל
",0
"אז אני אביא תיק ותביאי לי את הבגדים שלי?
",0
"למהלא ככה תיהיה בטוח
",0
"*הולך ומחכה בחוץ*
",0
"את כועסת או לא
",0
"הולכים לעשות על האש
",0
"משחק חדש שהמצאתי מי שרוצה שיכתוב 
",0
"כלום יא אוזן
",0
"תימחקי טת ההודעה נועה
",0
"תעניי זה חשוב לייי
",0
"10: בסטי בלחי וחיבוק אולי 
",0
"סבבה חחח
",0
"כמה את שוקלת בסוד
",0
"מחכין לבת של רינתתתתת
",0
"גם אנגלית אתה לא מבין ?
",0
"בתדירות שאת מנקה את הבית אני לא יודע איך לא מצאת עוד ילד את מדברת איתי על עגיל...
",0
"בוכות ביחד עוד מישהו רוצה להצטרף? # 
",0
"מישהו רוצה לדבר
",0
"כולי תחבושוץ
",0
"נו איפה את
",0
"חחחח אולי נראה אותכם
",0
"ידידה טוב
",0
"אצלי או אצלך?
",0
"אז אל תחפור לי
",0
"תעסיקוווו. תקשרו להעסיקקק! 
",0
"הקבוצה האהובה עליי זוהוץ 
",0
"למה היא לא מדברת איתך
",0
"חחחחחחח הרגת אוצי
",0
"יש לי 1300 בארכיון
",0
"לאא שאש
",0
"סבבה אני מתחילה להתארגן עוד כצה דקות כי רק קמתי
",0
"על מהה
",0
"אז שיזדין
",0
"אין לי בעיה לעשות את זה שוב
",0
"נכון זה מהשאמרתי 
",0
"אני יש לי חיים יפהה
",0
"נישבעת פסח מושלם? בית עכשיו @@ 
",0
"5.8 ק״ב
",0
"אני רבה עם נועה חכה רגע
",0
"נחר צריך לקום מוקדם הולכים כל המשפחה לחאן בדרום קיצר ליל""ט
",0
"אתה מת כמוני??
",0
"מזל טוב לקפטן הכי טוב בעולם
",0
"מי רוצה ???
",0
"למרות שאני לא רציתי אפילו אמא רצתה
",0
"ייאייייי סוף סוף קניתי טלפון?? בי בי סמסונג s4 נתראה עוד כמה דקות •ש• 
",0
"נועם המלך שלי ואני השפוטה שלו#
",0
"ו. ...
",0
"הוא יצא אלי לפני 4 שעות בדיוק
",0
"טוב עושה אחרון לילדת היומולדת#
",0
"יש עוד שלב
",0
"אילון פה אצלנו הוא אמר בשבע וחצי
",0
"מה את מוצאת בווו
",0
"וגם אוהב אותך בשמיים
",0
"בואן אני אספר סיפור
",0
"אלמוג יא חתיך
",0
"אני מה אני
",0
"פשןט תפסיקי
",0
"אז לא אני צוחק
",0
"אסל בואו נעשה פרינדסס
",0
"אתם בעד?
",0
"אע אוקיי אתה לא יופי ישלך מזל אם היית רואה איך אני נראת עכשיו באמת היית חולה
",0
"שחר ותוכן מצאתי את המכונית והנהג שיובילו אותכם לחופה
",0
"כחבה את בעצמך
",0
"פרישה לטובת מחר.
",0
"מה זה משנה שלחתה את זה בקבוצה אז אתה מערב את כולם
",0
"היית רוצה כולם מדברים איצי
",0
"‏‮52m_roil ‬‏‪חיים שלי
",0
"דיברתי איתו כבר
",0
"כן גם הוא מהיר בטירוף
",0
"ילדה גאה
",0
"כע קטלני אמלה
",0
"חחחח אני לא מדמיינת על נקול שלך תמילה הזאת אז אני צוחקת כל פעם שאצה כותב את זה
",0
"התגעגעתי ברמות
",0
"באסה לך
",0
"מי אני באמת?: רווק | תפוס (10 נקודות) ------------ אדידס | פומה (10 נקודות) ------------ קולה | מים (10 נקודות) ------------ אופי | יופי (10 נקודות) ------------ מזרחית | אנגלית (10 נקודות) ------------ לשיר | לרקוד (10 נקודות) ∆∆∆∆∆∆∆∆∆∆∆ מזל? (40 נקודות) טלה אריה עקרב דלי שור גדי מאוזניים תאומים ‍♀ סרטן דגים בתולה קשת BFF-100 90 נקודות-חברה מושלמת? 80 נקודות-חברה טובה מאוד 70 נקודות-חברה טובה? 60 נקודות-חברה סבבה 50 נקודות-חברה אחלה 40 נקודות-חברה סבירה 30 נקודות-חברה לא טובה 20 נקודות-חברה גרוע? 10 נקודות-לא מדברת איתך? מי שעונה מקבל פירסום 
",0
"תפסו נחש ליד הבצפר אתמול כמו הנחש שהיה ליד הבית שלי רק בגדול יותר וחיי#####
",0
"נירה לי אני נפרד מאילי
",0
"הוא גם עשה את זה היום
",0
"רק שעופרים יגיעו
",0
"דאג לך...
",0
"אתה חייב לבקש תוספת זמן מנועה
",0
"פאק מה 
",0
"יואו שכחתי לשאול אותך
",0
"שוקו ולחמניהההה
",0
"רק הלחיים שלי אדומות על הבוקר??
",0
"אבאשלי במשטרה ובוא תופס אזה 10 במשמרת אתהחושבת חסר כאלה
",0
"אבל אז גיליתי שזה מאמא שלי
",0
"איך תרגיל לא הבנת ?
",0
"כי היא אולי הבסטי שלי
",0
"לתכנון מבנים בתיק גיחה החלטנו שאין לנו מה לפרט אז זה רק מתקני רשות
",0
"חחחח אוקיי
",0
"מי זה,
",0
"אל תשאלי גם את שאלות קשות
",0
"מה אתה קורא לה כפרע
",0
"והיא עדין חשבה שאתם כן עוד יש סיכוי
",0
"מה דייי
",0
"חברה של שקד הלמן אם את מכירה היא פשוט נראת לא נורמלי בig 
",0
"צחקתי מעצמי בקול איזה חמאר אני
",0
"דיברנו על זה כברר
",0
"אללה משחק!#
",0
"אני לא מדברת עלייך מה לא מובן? את זאת שהתחלת עם הצילומי מסך ואני באמת האמנתי לכל השקרים שאמרת לי בהתחלה באמת שריחמתי עלייך אבל עכשיו אני מבינה איזה בן אדם את באמת 
",0
"ודודים שלי מתל אביב ומירושלים באים והמשפחה שלי לא תאהב את הרעיון שאני יצא בערב חג
",0
"ומעיין חומד את בטוחה שאת לא יכולה לקצר
",0
"למה אותי
",0
"יןפי אבל נישבר
",0
"מחפשת מוחק זכרונות
",0
"לבנתיים רק תווים
",0
"תיקח אותי
",0
"בקיצור לא#
",0
"הוא יעשה הכל הוא לא יקשיב לך את יודעת 
",0
"ישלך יותר זכויות
",0
"היית איתנו לא?
",0
"פשששש ספורטאית רצח 
",0
"אני יביא
",0
"למה ניתקת?
",0
"איזה בר מצווה
",0
"אני צריכה לראות רופא בשביל זה
",0
"את לא יכולה לדעת מי יהיה שמה הבאה
",0
"ושליעד יפסיק לראות לי תסטורי
",0
"אני רציני אנ'לא היה חבר שלך
",0
"אהבה שליייי
",0
"נו מה אמרתי לך הוא אפילו לא רוצה שהם ישארו שם.... 
",0
"פפפ עדיין לא נכנסתי.
",0
"תגיד לו להיות זמין !!!! שאני לא יכולה תמיד לדבר טיתו 
",0
"אני עושה פרצוף חושני במקום
",0
"בואי נקנה 2 בגטים שלמים ואצל רויטל זחוג
",0
"עכשיו ?
",0
"אחרי גלידה עם האחיות#
",0
"כמה קטנות? כמה פשצים כל קבוצה?
",0
"מחר יום הולדתתת 00:00 ש. 
",0
"מישהו יכול לשחק עכשיו
",0
"סיפרת את זה רק לחצי הנהגה או לכולה?
",0
"הסתכלת לו בעמוד?!?
",0
"חחחו יש לי חבר חחח
",0
"יש יותר מידי
",0
"תקשיב שאתה ממש דומה לו
",0
"חחחח תראו את ליאור הצתרפה
",0
"דיי חאלס קשה לי
",0
"יהיה בנז
",0
"אז עם אני חשןב לך אז בבקשה שזה לא יפריע לך
",0
"דיייייייייייי לחפור על דראפט
",0
"יש לו כבר כמה הצעות
",0
"אל תידאגי מחר תיפרקי הכל
",0
"מספרת של רונלדו וואי וואי וואי
",0
"היה לנו הרבה יותר מאוחר
",0
"מתי באה
",0
"אני אחרי פסח הולך למורה חנה
",0
"ישלי אח דוס אחות חילונית נוסעצ בשבת אח שהוא משו לא ברור ואותי שאני זנ אני
",0
"עוד מאוד אני ליד אחים שלי
",0
"גאונות יתר
",0
