text,label
"בכה כול ה לילה בגלל הוא
",1
"הוא פשט סתום את לא מבין כמה הוא פגע ב אני
",1
"הוא הלך ל יישון כול לילה בכה בגלל הוא
",1
"חתיכה חרא אחד חיכה מחר ב ה כיתה הוא הראה ל אתה מה זה קילל את אמא של אני
",1
"יבנזונה למה מי הוא בכלל איפס
",1
"יהומו הזדיין עד אמא של אני
",1
"יהומו הזדיין הוא נספר ל כולם אם לא תרגע ו מהר
",1
"דוד של אני אנס את אני
",1
"הוא נדחף את ה זין של אני עמוק עמוק לתוך ה גרון ש ל אתה
",1
"הוא זיין את אתה חזק ב ה כוס
",1
"ה כוס של אתה רטוב _
",1
"הוא זיין את אתה ו את ה משפחה של אתה !!
",1
"חחחח קנאי ש קרני הוא ידע שאת מת זיין את הוא
",1
"וואי הוא לפעמים כול כך עצבן את אני ש בא ל אני העיף ל הוא כאפה !!
",1
"הוא חשב ל עבור הפלה
",1
"איזה ציצי קטן יש ל אתה
",1
"איזה ציץ ענק
",1
"איזה ציציםם ש פיצייםם
",1
"חחח חתיכה קונאפה מי הסתכל על את בכלל
",1
"הביא ל מחר ירוק
",1
"הביא ל מחר חום
",1
"מישהו דאג ל ה קנאביס _
",1
"עישן אתמול בלי ש אמא של אני יידע
",1
"ב אל אני העיף ל הוא כאפה ל ה פעם האמין ל אני
",1
"כמה ירוק העיף ב מסיבה הוא לא מבין אחי
",1
"למה סיפר ל היא חתיכה שטינקר מסריח _
",1
"חתיכה מלשין משטרה חיכה הוא הרג את אתה
",1
"שמאלן מסריחח תמה אימן
",1
"שמאלני מסריח עף עף מ ה מדינה
",1
"ישמאלני המה את הוא ל כ דחף מלפפוניםם ל ה תחת
",1
"בת זונה הזדיין עף ל אני מ ה חיים עף
",1
"איזה ש מנה את חחח מי יצא את אתה ידובה
",1
"איזה ש מנה את חחח בטח שאת יושב על כיסא הוא נשב חח בקושי ב דלת את עוברה
",1
"ש מנה מסריחהה חחחח חיה ב ה סרט ש הוא איזה משהו
",1
"דוד ה שמן ב ה בטן השלה בן
",1
"חתיכה שמן מ סריחח
",1
"ראה כמה הוא אכל מה ה פלא ש הוא שמן
",1
"חתיכה שרלילה מצץ עף עוף מ פה
",1
"הראה את ה שרלילה ה זו חחחחח זנה הזדיין
",1
"הנה ה שרמוטה הגיע
",1
"הוא פשוט שרמוטה ש עף כבר מ ה ביצפר
",1
"וואי ה לוואי ו עייף את אתה מ בצפר כבר די נמאס שמע מן אתה
",1
"הוא ו ליהי התחרמן אתמול
",1
"הוא ו אלעד התחרמן ב שבת כש ה הורה לא היה ב בית
",1
"איזה תחתת יש ל היא הוא מת
",1
"נישק ל אני תתחת יפוסטמה למה מי את בכלל _
",1
"חתיכה תחת אה
",1
"חח בטח התעלל ב אתה כשהיית קטן
",1
"ילד מוכה חחח כולם שנא את אתה
",1
"ילד מוכה חחחח ביטח אבא ש ל אתה אנס את אתה כול לילה
",1
"ילד אפה חחח מי שם עלה בכלל
",1
"הוא כ ה זה אידיוט פיגר ל אתה חיפש את ה חבר ש ל אתה
",1
"את כ ה זאת טיפשי חח כול ה כיתה שנא את אתה
",1
"אח של היא אנס את היא
",1
"אח של הוא אנס את הוא
",1
"אשכנזי מסריחח עף עוף מפה אף אחד לא רצה את אתה
",1
"אבא ש ל אתה בטח זיין מ ה צד את אח יבנזונהה הזדיין
",1
"נגע ב ה דגדגן של אתה
",1
"שפשף טיפ את ה דגדגן של אתה ו דמיין את אני נגע ב אתה
",1
"חח ביטח כול ה יום את דחף דילדו
",1
"חחחח בטח ישלך מגירה מלא דילדואים
",1
"את כ ה זאת דפק אלוקים התאבד כבר
",1
"הכנסה פעם ו יברטור _
",1
"הזדיין כול ה לילה אחי הוא לא הבין
",1
"כמה הזדיין ב שבת ו ואי איחה איזה אורגזמה מטורפתת
",1
"הוא חתיכה מצץ הוא לא מבין מה עשה ל אני
",1
"הוא ידע איך הוא מצץ אח _
",1
"מצץ ל אני ו ל עידו חחח הוא לא מבין איזה שרמוטה הוא
",1
"וואי איחה הוא ראה את היא את היא עמד ל אני
",1
"את לא שווה אנס
",1
"חבל ש אמא ש ל אתה לא עשה הפלה
",1
"ל ה כי הביתה יא משקפופר
",1
"זונה בת זונה
",1
"ה מיץ של ה זבל
",1
"גם אם היה שילם ל אני לא היה זיין את אתה
",1
"בלע זרע
",1
"הפסיק זיין את ה שכל
",1
"הפסיק זיין את ה שכל
",1
"אם את שילם ל אני כסף זיין את אתה לא מקבל
",1
"הוא פיתח ל אתה ת תחת עד ש כאב ל אתה
",1
"סתם ת פה ימפגרת
",1
"סתם תפה של אתה פוסטמה אחת
",1
"שיתק או ש השתיק את אתה
",1
"כש הוא סיים את אתה אפילו ה הורה ש ל אתה לא זיהה את אתה
",1
"ה לילה את מת
",1
"תסתמי או ש זיין ל אתה תפה
",1
"איזה טיז יש ל אתה את
",1
"ימזדיינת ב ה תחת למה מי את בכלל
",1
"ש מאה גבר השפריץ על את
",1
"ש שלושים גבר השפריץ ל אתה ב ה פה
",1
"ה לוואי ש נאנס את אתה הונס קבוצתי
",1
"זהר פתח על אמא של אני _ ל מה הוא בא אל אתה לא כייר את עצמו
",1
"אמן זין של כושי זיין את אתה
",1
"פיתח ל אתה ת תחת טוב טוב ככה ש ה כול כינס שם
",1
"את צריך מישהו שיפרגע את אתה טוב טוב _
",1
"את צריך מישהו ש נענע את אתה
",1
"אם היה נראה כ מוך היה התאבד
",1
"ראה את אתה הבין למה יש רעב ב ה עולם
",1
"הוא פוצץ את אתה מך ש את לא הבין מ איפה זה בא ל אתה
",1
"מי זיין את אתה הבוקר ש את ככה
",1
"אחרי ש הוא גמר את אתה אפילו אמא ש ל אתה לא ץזהה הותך
",1
"את הוא דיבר רק ען סיומת של אפילו הוא לא זיהה את עצמו ב מראה
",1
"מי השתין על אתה את לא שווה זיון
",1
"זהר לפני ש הוא החזיר את אתה ל כוס של אמא ש ל אתה
",1
"הוא זיין את אתה ב ה מכה
",1
"הומו קוקסינל
",1
"בן שרמוטה עם מים הוא התעסק
",1
"הוא ידע ש הוא עישן הן סיפר ל אני הכיל
",1
"כולם צבע
",1
"הצחיק ש הוא קרא ל אני טיפש ו סתום
",1
"אוף ממש רצה ל ה יראה הותך ש קיבל פיצוץ ל ה ראש ה מכוער שילח
",1
"הסכים ש הוא כוער
",1
"הוא בגד ב אתה
",1
"עדי ראה ראשון יא טמבל יא דפוק
",1
"ה דקר של אשדוד
",1
"ו זה נמאס הגיד גווייה גווייה
",1
"דיבר את אני ש ה שרמוטה של ה קריה לא היה ליידך
",1
"יואו אוראל סתום ילד פיגור
",1
"שאת סתום
",1
"זה סוג של חרם כ
",1
"קיצר הוא ב הריון ל מה הוא חשב ש יש ל אני בטן כ ה זאת
",1
"הוא בן זונה
",1
"הוא כול כך מיואש מ מנה ו הוא חזר הביתה ב ה דיכאון _ חרא ש הוא זרק על אני _ ב אני ו ריכל על אני מול כולם _
",1
"למה כ וסעמק ניצל אותיי
",1
"ל אני מאס ש הוא התנהג על אני כ ה אלו הוא בובה _
",1
"חחחחחחח יילד את זאת ש שילח ל אני הודעה מה את זיין ל אני תמוח
",1
"כע שת בוטן יטמבל מקום אחרון ב ה ליגה ימתרומם מניאק ש הוא לא הביא על את את כול באר שבע נערף ל אתה את ה ראש יטמבל נראה כ חילון הזין
",1
"לא ב אל זה עשה ל אני רק רע
",1
"פגש את אורים קנאביס כש הוא יצא מ ה בית _ הוא אמר ש יש ל הוא שוקולד ב ה שביל
",1
"גם אחרי ש נתן ל הוא סטירה הוא אהב את הוא
",1
"ילד דפוק
",1
"חסוי התקשר עוד הפעם יהומו את התקשר ו מ נתק
",1
"קנאי
",1
"הנה ימפגרת
",1
"תיסתום _
",1
"נו הגיד כמה שמן עבר
",1
"בא ל אני נתן ל אתה מכה
",1
"עדי הגיד ל נועה ש הוא לא קשור ל ה ריב של אתם כי הוא אמר ש את אמרה ש הוא צבע כי אתמול את ו הוא רב הכה
",1
"הוא פורסם רצח
",1
"הוא נקרע את אתה גם מחר
",1
"הוא ידע ש הוא שונא ש אמר ל אני חפר אז מה ה קטע ש ל אתה
",1
"התנתק ב אני _
",1
"אוכל ב ה תחת
",1
"הוא לא הצחיק התאבד
",1
"בכה את ה חיימלשלי ב ה חיים של אני מ ה רגע ש נולד לא בכה ככה לא יכול המשיך ביכה ככה כול יום
",1
"אבא דוראל קרה ל אני מטומטם ו דביל
",1
"יאללב בא סיבוב סיגריה ש לום ה אח
",1
"ש השים את ה אגו של היא ב ה צד ו תסתום את ה פה
",1
"חחח מי את ש הגיד יא חתיכה חנון
",1
"אוראלציקשוויליחייםשלי _ ב ה אות שידהןלבשלי _
",1
"תחת כוס _ זים ציצי זין
",1
"רעה היום ימין ה רביץ ל ה דביר ב ה גינה ה ציבורי ו חנק את דביר ממש חזק
",1
"דניאל אחשלי מ צאת סקסי חדש אם שיער כחול
",1
"ארד יא חתיכה בריון
",1
"מי ריצה ל היות דומה ל כ יסתומה
",1
"ישקרן גל
",1
"ל ה כי מת
",1
"ה תחילה ביכה ב ה אמצע ש עיוור
",1
"של אתה ייקר משהו קילל את אתה עד ש תירץ מת
",1
"חחחחחחחח אחת ה כוער ב ה אימא של אני אח יותר יפה מימן פי אלף
",1
"הוא הראה ל אתה כמה רע זה עשה ל אני ה פרידה ה זאת
",1
"התעלם מן היא הוא תסתום כבר
",1
"או בת זנה
",1
"כן אבל הוא לא כמו כולם ה חוש של אני אמר ל אני עוד כמה הוא יכול בלי השתכר
",1
"ילד מכוער
",1
"יחתיכת עם היא
",1
"חוב ילד רע
",1
"יום ה כי חרא אבר בכי בא ל אני מת
",1
"בא אח כול לא סבל את נועה עינבר ה מרוקאי ה משוגע ה זאת
",1
"יאלה איזה שקרן פעם אחת את אמר שאת לא רצה אהבה ו על כול זה כולם דיבר עלה כי את שיקר פעם אחת את אמר שאת לא האמין ב ה אהבה ו פעם אחת יש ל אתה חבר ו יש ל אתה מלא חיסור ו מבחן אז ב הצלחה הלך כי הוא לא מתערבתלך יותר ב ה חיים
",1
"סבב חי של אני הוא הותך ב ה כוס ו את את אני ב תחת מי א פיתים
",1
"נוה שב מ עשן דבק
",1
"מה שמע רב מך
",1
"אה ש הוא סתום
",1
"_ הורה פיתה תלמיד ל ה סקס עם מקדונלד ס _ חשיש ו עירום
",1
"אה אופס פותח ב ה תחת !!
",1
"הוא יכול ל סתום את ה פאקינג פה של אתה כי הוא רק רצה ידע
",1
"ו עם הוא סינן אז הוא רב עם ילד ש קילל את אתה ו תמשפחה של אני
",1
"וואלה יופי בוא הוא גם מת עם בא ל אתם
",1
"אשמה ש הוא שקרן ו שאף אחד לא האמין ל היא
",1
"ה שעה של אני יום חרא שנא את הם אימן ש הוא יצא ל אני מ ה חיים עם מים מדבר
",1
"טוב עזב את אני כבר אין ל אני עצב עלה ו לא רב את אתה סלמאת
",1
"גאזל יבן זנה
",1
"ו הוא ממש עצוב ש לא פגשתע את הוא ו די אני ה כול ו פשוט נמאס לע .. .. פעיל ו הסתכל ל כולם באמת נתן ל כולם ל ייקים צופה ב ה סטור ה כול ..
",1
"יא כוער
",1
"ילד זנה חיסר חיים עלוב _
",1
"ו כבר נעשה מן אני זונה
",1
"פעם ה בא ש דיבר ככה אישר הוא נתן ל אתה סטירה ל ה נחיר ידבע
",1
"גם הוא בכה
",1
"אמן ריצה הרביץ ל אתה הוא צילם ו לא עזר ל אתה יבן זנה
",1
"ש הוא התאבד ו זה
",1
"הוא סתם שרמוטה הוא דיבר את היא לפעמים ו כ ה אלה
",1
"בוריס מ עכשיו כול ה צוות עשה על אתה חרם _
",1
"את ילד רעהה
",1
"סתום תפה פיגר
",1
"שחף ה חראא ה זאת הוא ו עמיתה רב מך פסדר ניפתור את זה בניין אבל מה שחף ה לכה הגיד אותיי ל ה נעמה ש הרביץ ל ה עמית ו בכלל הוא התחיל ו נעם אמר ל אני בכלל ש הוא ב מועצה ו לא צריך רב ו כול ה זין ה זה אז יש סיכוי ש הוא לא שיחק ב ה טורניר של ה כדורסל
",1
"נכון ה תקופה ש היינו חבר ו זה ו היה התחרמן ביחד _
",1
"לא ידע נמאס ל אני כבר הוא רב עם אלעד חבר ש ל אני עצבני על אני
",1
"תודהוהמשך יום טוב _ אחת מימן הוא הגיע עד אל ו הזין את הוא _
",1
"זה מה ש שילח ל אני הוא לא חשב ש זה העליב
",1
"אמר ל הוא כאפה ב ה בוקר או גרף מתי ש הוא רצה
",1
"תחנק אימן
",1
"מי דיבר אל אתה יהומו
",1
"מה היגיון סתמי כבר תינה דיבר
",1
"יובל אני עמית גאיה אן לירון לירן רצה יצא על היא אבל הוא הילך הלשין על אנחנו
",1
"ליה הגיד ל ה הוא ש הרגיע ו מהר כי הוא עצבני על הם
",1
"הוא זיין את שתיים ב יחד
",1
"הוא לא פיחד מן אתה או מ אף אחד אחר ב ה קבוצה ו הוא רציני
",1
"אפילו חרא נראה יותר טוב מן היא
",1
"חפר יא פיגר
",1
"אם הוא רשם נקרע ראה ש הוא דביל חתיכה אידיוט
",1
"הוא צבוע ו מגעיל
",1
"ו ש אמא ש ל אתה קפץ ל אתה ימפגרת הזדיין ב תחת
",1
"ה שקר ה זה זה רק אחד מ תוך מיליון דבר
",1
"ילד זין חיכה מה הוא נעשה ל אתה ב בית
",1
"יבן זנה מי הוא בכלל ש הגיד ל אני עם מי הסתובב הוא דוד של אני יגיי אחד הזדהה יהומו כ וסדודהשלך הזדהה
",1
"למה הוא קילל
",1
"הרגיש סתום ו רע
",1
"הוא קילל את ה משפחה של אני
",1
"אלמוג כדאי ל אתה ל סתום
",1
"אם הוא ביכה הוא נשפך מ צחור
",1
"אז למה הוא ענה תיזדיין ער לא ידע ליכתוב אוכל ב ה תחת
",1
"אבל אמרה שאת לא בתול
",1
"יש מישהו ש איים על אני ש הוא בא ל ה בית של אני פוצץ את אני מך ו אנס את אני ו הוא צריך את אתה זמין ו ב היקון ל מקרה ש הוא בא
",1
"ממש הגעיל
",1
"סיפור סקס חרמן
",1
"הגיד הוא טומטם או מה _
",1
"בעיקר על ה בן זנה ש הוא דיבר על הוא
",1
"אין ל היא שקרן
",1
"איזה זנה מ ביאליק
",1
"הוא כול כך סיכן ש הוא כבר לא בתול ל ה חי כי אמא של הוא לקח מימן את זה
",1
"ל אני לפוות אין
",1
"מה הוא זיין את אמא ש אושר ב ה יושר
",1
"הוריד ל אתה תבולבול
",1
"איכ ילד הושפל מ סריחה _
",1
"הוא הוריד ל הוא כפה הוא שתק
",1
"הקשיב ימניאק אל תיתרב הבנה
",1
"ל אתה חזר ל ה חור ש מן אנחנו הוציא את אתה יא ילד מסריח הזדיין ב ה תחת בן של זו נה כול חי מחמד יבן כלב
",1
"איזה סתום
",1
"בטח אחרי ש נולד ב ה גן ה חי ה קוף חינך את אתה
",1
"הוא זיין את הם
",1
"איחל ל הוא רק רע ב ה חיים
",1
"הוא לא הבין איך הוא בכה
",1
"ו היה מסטול אז לא הספיק ראה שום סדרה
",1
"זין של את
",1
"ש לביא היה נרקומן מאוד
",1
"אם לא נסתם
",1
"יום חרא נמאס כבר
",1
"את אנורקסית
",1
"קונדום _ _
",1
"ב ה אמא של אני התאבד
",1
"טןב אין ל אני עצבי
",1
"כול ה עולם ו איש אמר ל אתה ש הוא פיגר למה לא הקשיב ל הם ו ל ה סתום
",1
"הוא חנן כ ה זה
",1
"סתום
",1
"הנה הוא כבר מודע מי ש קילל אותיי קיבל מך
",1
"בא יא בת זונה
",1
"בוא קפץ על הוא זיין את הוא הכה
",1
"הוא לא מבין אבל למה כש הוא אנס את היא הוא לא ניתן ל הוא מכה ו ברח _ תכלס הוא יכול ..
",1
"אז סתום תפה
",1
"עם לא היה קיים לא היה בכה
",1
"הקשיב מאוד מאס ל אני מ כול ה ילד ה עצבן ה אלה הוא שנא את כולם לא שינה מי כול מי ש רואה את זה הרס ל אני את ה חיים ו השאיר ל אני פצע נפשי ש הוא השווה את היא את הוא לירי ב ראש שונא את אתם אימן מת ילד חארות הוא רצה התאבד ו אל חישב בא ל לויה כדי ש ה קרב של אני לא הזדהם מ רכיחות הגעיל כ מוך
",1
"אז אין מה בא בכלל מה הוא צריך ראה את הם שם רב כמו ילד מצץ
",1
"הפסיק ל ה דבר אל אני כ לכך מגעיל
",1
"איריס תסתמי תפה ש הלך ימפגרת את לא חייב האמין ל אנחנו
",1
"אל הוסיף שמן ל ה מדורה
",1
"הקשיב הוא לא עשה אל אתה חרם ו גם תומר לא אז לא נהיה חבר
",1
"עובדה.זה היה ל צורך זיהוי _ ב מי דובר _
",1
"ב דרך כלל כש יש ילד ש עשה על מישהו חרם או החליט הציק ב דרך כלל ה ילד הלך ל ה צד של ה רוב
",1
"די ילד למה הוא כיסה הושפל
",1
"ש קרן אפס
",1
"רק בכי יש ל אני ב ה חיים בלעדי את הוא כ לום
",1
"מה הוא בן זונה רק את אתה הוא הכיר
",1
"הוא יכול דחף תאללה ו ואכבר ל ה תחת
",1
"הוא בא עד ל רבי דפק ל הוא מכה
",1
"מה הוא הרגיש אה _ זה ל ה הורה ש ל אתה ש הוא עישן !! מה ש הוא ש לא עשה !!
",1
"שמע באמת ש זה לא שיקר
",1
"סתם אתת
",1
"ו אהב נץ
",1
"יכתיכת טומטם
",1
"או אנס את הם
",1
"אבל בוא הודה _ ב ה הפסקה בא ל אני דקר את היא
",1
"אושר התחרמן עלהתמומה הסאת
",1
"וואי כינס הוא הרביץ ל אני
",1
"הוא אנס הוא דיבר עם ילד ב ה כיתה ו ו הוא ט
",1
"בגלל סיגריה
",1
"ו אופיר עכשיו הרביץ ל אני
",1
"בת זונה מטומטם
",1
"אה כוער ב ה נדר
",1
"למה עשה ל אתה לב ל ה עזזל הוא שנא את אתה איטלר _
",1
"הוא שנא את אתה
",1
"שאל ישרלילות
",1
"הוא רצה הרג את עצמו
",1
"אז הוא הודה ש קרא ל אני צבוע ו חרא יילד
",1
"יואו הקשיב איזה טומטם מיטל
",1
"הקשיב איך שבאת ו אמרה ל אנחנו אור רב מך ב ואו מהר
",1
"סתום תפה אשר יטמבל הזין מה קר אין ל אתה קול הזין דפק את אתה אה
",1
"הגיד ל אני ב כ התעלל חץ שנה _
",1
"הוא לא מבין כיף לן ראה עכשיו ש בכה בגלל ש רב
",1
"איזה כוער אמלה
",1
"לא סבל את ה ילד ה זה
",1
"רצה ש הבין משהו ש את ריחק מן אני ו אל פינה אל אני ו את גם ממש לא איים על אני את מה זה טעה את חשב שאת איזה חזק אבל צר ל אני ביאס את אתה את ממש לא יאלה
",1
"ל ה יאור שנא את אתה
",1
"ו ל אני היה כיף ו הוא הצטלם עם ה שחקן ו הוא ישב ו הסתכל ו הרצה מת
",1
"ואוי גם הוא לא סבל את הוא באמת ש הוא כוער
",1
"טוב שקרן הוא לא שיקר ל אני
",1
"הוא עצוב ש את עזב _
",1
"קצת ב ה קטע כאילו ה קטע של הוא גמר על אתה נועם זהר זה גם איים ו גם ב קטע מיני ..
",1
"כאילו זה לא הפריע ל אתה _ ה תחת _
",1
"סתום תםה אשר ידבע
",1
"עלה על אתה ה זונה
",1
"הוא קרה ל אני חזיר
",1
"יותר טוב אל היה חבר של ה צבוע ה זו
",1
"עכשיו הוא צריך השפיל את עצמו
",1
"איזה בגד
",1
"הוא בת יצא הומו שרמוטה
",1
"איתם יסוטה
",1
"ו אבא ש ל אתה דמה ל רוסי
",1
"תאומתחיי וסעמק עצב נמאס כבר לא סיפר כלום ל אף אחד _
",1
"וואי הוא בוכהה עכשיו ו ה דמעה של אני לא הפסיק
",1
"ילד זנה
",1
"הוא רצח את אתה זהר
",1
"לא אבל ב אמת תקשייב זה הפחיד הוא ל איודעת למה הוא ב דיכאון ו הוא ממש ב ה דיכאון פיתאום
",1
"הוא אמר זיין
",1
"וודקה זה חרא שמע מה הוא אמר ל אתה
",1
"שימן יכול סבוניםם
",1
"למה את ב ה דיכאון _
",1
"לפחות ל אני יש חברה ו לא חזיר בתור חבר _
",1
"כתבה ל אני משהו מאוד העליב
",1
"אימלה איזה מכוער
",1
"לא יידע ש אפשר מת עקב טמטום ייתר
",1
"תמר סתם תפה
",1
"הוא שפת חסר לב
",1
"הלכה התאבד
",1
"הלך מ גועל נפש אמן היה ל אתה ה רפס ב ה זין
",1
"רןי יבן זנה
",1
"הוא פיחד מן אני ה גמד ה זה
",1
"אבל למה ל ה נתק הוא עצוב ו עצבני
",1
"הוא הכי שמן
",1
"אז זה הראה ש באמת הוא רצה המשיך את ה מכה הוא ה יחידי ש ב ה צד של שניים
",1
"אח בת זנה
",1
"ש הוא צבוע ו עוד מלא
",1
"את על סם ש את ידע ..?
",1
"הןא ירד על שמוליק ו אז רב את הוא מכה ו עשה צם
",1
"אז יש ל אני מצב רוח רע
",1
"שתק הזין אני תימני ו יש ל אתה בעיה עם זה
",1
"די אני נרקומן
",1
"קילל את היא ב אהבה חד צדדי
",1
"הוא לא צריך עשה הוא פשוט צבע רכלנית ש קרני _
",1
"זדייני אם זה
",1
"ש מת היום
",1
"הוא זנה
",1
"אמר ל אני ש הוא אמר ש הוא סתם הומו
",1
"בן לול חטף מן אני מכה
",1
"הוא סתם חלשלוש פחדן
",1
"סתןם סתום
",1
"היום הכה חרא ב ה עולם ו אף אחד לא הבין למה כי ל אף אחד לא באמת אכפת מן אני
",1
"כי הוא בן זונה
",1
"הוא הציק ל אני
",1
"מה דור בוגד ב אני
",1
"יום חרא הוציא ילד מגעיל
",1
"לול אני בגד ב אתה
",1
"יהומו הזדיין
",1
"די איזה ילד אפה
",1
"לא מה הוא פחדן
",1
"ו האמין ל אני ש תוך חמש דר כול ה חבר של אני מ י התייצב מול בן דוד שליו ה מסכן ו בן דוד שלו מ החיל ביכה
",1
"כול בחור חרמנית
",1
"_ הושפל ת ש כתב ה ל אני את זה ב אנונימי יותר מ מוזמן כתב ל אני ב פרט ש זה הוא _ הפסיק ל נס סכסך ב ין לבין תמיר כי זה פשוט לא הלך ל אתם ו הוא סתם יצא קנאי מסריח ש זה מה ש הוא _
",1
"סתמי כבר על חפר
",1
"מי פיחד מן אתה הוא ה גמד
",1
"ו שוב בכי ביי פשוט ב ה יח
",1
"ב ה בקשה יש מצב ש הוא לא שיקר ל אני
",1
"אור שובל אמר ל אני ל ה ישואל את אתה עם את עשה על הוא חרם
",1
"לא נע ל אני הוא בכה
",1
"יאן צוס הסריח
",1
"איזה זיון ש כול
",1
"נאנס את אתן
",1
"כן קילל את הוא מי אמר ש זה מ ה כיתה של הוא ?!
",1
"ילד מ פגר
",1
"נהורא אמר ש הוא יצר
",1
"מ זהה מכוער
",1
"כמה עוא עישן
",1
"הלך ל יישון לילה טוב ל אתה ל יישון מטורף חולה ניפש לא יודע מה עשה עם כול ה כבוד הוא פשט מ כור ל ה אלכוהול הוא רצה ישן ל אתה ל יישון מטורף חולה קואד קמרצי לא יודע מה קרה ל טלפון חולה ניפש
",1
"מצד אני התאבד
",1
"ב כנות הוא לא הגעיל רק קצת מכוער
",1
"כי ש הרג את אני היה רשם את ה שם של הוא
",1
"חך יבן זנה הוא ראה את היא את אתה הוא תחתוף מך רצח
",1
