text,label
שאלון רוזה דוידוביץ עיר לציון בסטים יודעות חבר חבר מאוהבת צחקת בכית מצחוק אחרונה שבכית אתמול נראלי אנשים שנואים שתית אלכוהול כאילו שונא אנשים צבועים שקרנים מעצבנים שחצנים ובנים שמשחקים בבנות סודות ציון 100 ציון גרוע 58 באיזה מקצוע ספרות סוללה 84 זמרת אהובה שיר אהוב onon חיה אהובה כלב טבע קניון קניון צבע אהוב כחול שברו תלב אוי מחייב לענות השאלון אמ,0
כלכך קרדיט ליומהולגת שלי,0
תבוא לדורי,0
קורי,0
מבטיחה כיף לעבוד נועה,0
ילדה ארבע,0
מיקה שלי היקר שידור,0
בנים חברויות,0
למלא hp,0
מאוהבת בי,0
כיאלו מאז שיצאנו לחופש,0
יפה אוהבת ואל תגידי ששאלתי,0
מסתובב במגרש,0
,0
,0
בליטרלי הלם,0
פדחני,0
די יכחבה כתפיים גבר,0
שמרתי עליכם בעזה,0
מסניפה לארוחת פלוצים למור מפחידה,0
,0
עזבי נשארת אהובי,0
דוד עוגונית שלי,0
,0
יואו כיף,0
חסרת טקט,0
,0
מתן שאתם הולכים לסרט איתכם הולכים לסרט איתם,0
מקצועות טכניים,0
,0
אגמי חיים שלי מזל,0
האמנת,0
רעיון למישהי אחי,0
כימיה,0
זכרתי אהה,0
הביאה,0
,0
אפחד שאתם מתאימים בשחנשים,0
אכפת ואתה מוזר,0
יצאלי עינים,0
מתחיל בנות לידי,0
ככ ‍♀,0
העיפו,0
,0
עולים בביתר,0
והיא מפסיקה,0
חרא,0
הופכים למומחה בתחום,0
אעעא טיול מושלםם דניאלאהובי ינאינמרתי רבידהחמדמד יהליסוטתהמין ליאלהחמדמד אגםאישתי זובלהזובלית מיקושסלי,0
יצאנו לחגוג להן איתן יסמין ליאן,0
אנד גריס,0
כע נודאת,0
ענה,0
מיכל לשמח,0
לספר שדיברתי ירין,0
באר שבע,0
אחותי אחי,0
באים 10,0
קיצר קורה,0
,0
מבחן תנך שידור,0
זוחרים ההברזה,0
זבל בסטורי סר,0
יכןלה ישר נןסעות לסינימה,0
מביך,0
טסה,0
,0
חחחח סע סע,0
במהירות רבנ,0
עשיתי מרתון פולמון סיימתי תעונה השניה,0
דיי רציני,0
אללה מכות,0
ולבסוף 7 הצליח המיקום הסופי רובלוקס שמחו ועודדו התחיל לדמוע טיפה,0
,0
מחכה,0
שלחת ממתין להודעה,0
ריקי,0
רגישה ואין כוח שתתחיל ליבכות שכולם רבו איתה,0
,0
בהצלחה להיכשל,0
סטל האחים,0
ישנה בפתח תקווה אצל סבתושש,0
,0
מכירים שאתם הבת אוהב מציע והיא אומרת חבר חבר אמרה חבר,0
מאז הכדור במסיבת פורים זכיתי במשהו,0
רוית 1,0
סליחה תסלחי,0
המשיך,0
ממני,0
תתחדשי סשה,0
מבולבל,0
מבלבלת תמוח מקנאה,0
,0
בריאות יהלי,0
משה 10 שירים,0
נודרת,0
אמת סולם אהבה,0
בתאבון הכלי,0
נהנית פהההה,0
טרנד בולט,0
לוקח,0
הסיבה משווק חומר גלם 200 שקל לעצמי הכנתי משאריות,0
נדירר לילה מאי לינוי וללורן,0
דניאל המלך,0
מיאל מזל חיםמשלי מאחל מיאל אדם שתלכי להופעה עומר אדם ותעשי עומר אדם כיף איתך נושאים ביניהם אוכל מחכה לשיחה איתך הידידה טובה שלי בקיצור מאחל בריאות אושר אהבה שמחה עומר אדם וכול שטוב בחיים מאחל דביר,0
בקיצור עבר עיסוי אצל ניר הפסיד,0
,0
איה,0
גמאני בסדר יחד,0
נועה הלכה ליועצת,0
חרא שלע,0
קונה השמאלית למטה שםעל שיגידו,0
כע למעלה,0
הקול הורג,0
אמרת הציעה,0
אנח,0
מתכתב טל,0
אוהבת,0
,0
מוכן להסביר שביום ישנה 35 ערנית וכשאני ישנה 7 מתה מעייפות,0
שאומרים שלישית גלידה,0
יקח רבע,0
אזז,0
אמחק‍♀,0
תשאלי חבר שלך,0
כשאת תיהי בטוחה,0
דילי אוריה,0
מטריד,0
שנהיה באסטים,0
טעים,0
תחסום,0
הפך שוויצר להסתובב שואל ברושית מוריה ורום איתנו כועסים עלי חושבים הזמנתי,0
מנקים לפסח,0
4 גאיה סבן‍♀ ש‍♀,0
שלחו Tellonym Me httpstellonymmeLiyam1908,0
Good morning ארגונים לבת מצווה,0
במץנס,0
לצורקן הרקדנית שלי חייםשלי אוהב,0
מגעיל,0
אביא תיק ותביאי הבגדים שלי,0
למהלא תיהיה,0
ומחכה בחוץ,0
כועסת,0
הולכים האש,0
משחק שהמצאתי שרוצה שיכתוב,0
אוזן,0
תימחקי טת ההודעה נועה,0
תעניי,0
10 בסטי בלחי וחיבוק,0
סבבה חחח,0
שוקלת בסוד,0
מחכין לבת רינת,0
אנגלית מבין,0
בתדירות מנקה הבית מצאת מדברת איתי עגיל,0
בוכות ביחד להצטרף,0
,0
כולי תחבושוץ,0
,0
חחחח אותכם,0
ידידה,0
אצלך,0
תחפור,0
תעסיקו תקשרו להעסיק,0
הקבוצה האהובה עליי זוהוץ,0
מדברת איתך,0
חחחחחחח הרגת אוצי,0
1300 בארכיון,0
לאא שאש,0
סבבה מתחילה להתארגן כצה קמתי,0
מהה,0
שיזדין,0
בעיה,0
מהשאמרתי,0
חיים יפהה,0
נישבעת פסח מושלם,0
58 ק״ב,0
נועה חכה,0
נחר לקום מוקדם הולכים המשפחה לחאן בדרום קיצר לילט,0
מת כמוני,0
מזל לקפטן,0
,0
רציתי רצתה,0
יאי קניתי טלפון בי בי סמסונג s4 נתראה •ש•,0
נועם המלך שלי השפוטה,0
,0
אלי 4,0
אחרון לילדת היומולדת,0
שלב,0
אילון אצלנו בשבע,0
מוצאת,0
אוהב בשמיים,0
בואן אספר סיפור,0
אלמוג חתיך,0
,0
פשןט תפסיקי,0
צוחק,0
אסל נעשה פרינדסס,0
בעד,0
אע אוקיי יופי ישלך מזל היית נראת היית חולה,0
שחר ותוכן המכונית והנהג שיובילו אותכם לחופה,0
כחבה בעצמך,0
פרישה לטובת,0
משנה שלחתה בקבוצה מערב,0
היית איצי,0
‏‮52mroil ‬‏‪חיים שלי,0
דיברתי,0
מהיר בטירוף,0
ילדה גאה,0
כע קטלני אמלה,0
חחחח מדמיינת נקול שלך תמילה צוחקת שאצה כותב,0
התגעגעתי ברמות,0
באסה,0
רווק תפוס 10 נקודות אדידס פומה 10 נקודות קולה מים 10 נקודות אופי יופי 10 נקודות מזרחית אנגלית 10 נקודות לשיר לרקוד 10 נקודות ∆ מזל 40 נקודות טלה אריה עקרב דלי שור גדי מאוזניים תאומים ‍♀ סרטן דגים בתולה קשת BFF100 90 נקודותחברה מושלמת 80 נקודותחברה טובה 70 נקודותחברה טובה 60 נקודותחברה סבבה 50 נקודותחברה אחלה 40 נקודותחברה סבירה 30 נקודותחברה טובה 20 נקודותחברה גרוע 10 נקודותלא מדברת איתך שעונה מקבל פירסום,0
תפסו נחש ליד הבצפר אתמול הנחש ליד הבית שלי בגדול וחיי,0
נירה נפרד מאילי,0
,0
שעופרים יגיעו,0
דאג,0
חייב לבקש תוספת מנועה,0
פאק,0
יואו שכחתי לשאול,0
שוקו ולחמניה,0
הלחיים שלי אדומות הבוקר,0
אבאשלי במשטרה ובוא תופס אזה 10 במשמרת אתהחושבת חסר,0
גיליתי מאמא שלי,0
תרגיל הבנת,0
הבסטי שלי,0
לתכנון מבנים בתיק גיחה החלטנו לפרט מתקני רשות,0
חחחח אוקיי,0
,0
תשאלי שאלות קשות,0
קורא כפרע,0
והיא עדין חשבה שאתם סיכוי,0
די,0
חברה שקד הלמן מכירה נראת נורמלי בig,0
צחקתי מעצמי בקול חמאר,0
דיברנו כברר,0
אללה משחק,0
מדברת עלייך מובן שהתחלת הצילומי מסך האמנתי השקרים שאמרת בהתחלה שריחמתי עלייך מבינה אדם,0
ודודים שלי מתל אביב ומירושלים באים והמשפחה שלי תאהב הרעיון בערב חג,0
ומעיין חומד בטוחה לקצר,0
,0
יןפי נישבר,0
מחפשת מוחק זכרונות,0
לבנתיים תווים,0
תיקח,0
בקיצור,0
יעשה יקשיב,0
ישלך זכויות,0
היית איתנו,0
פש ספורטאית רצח,0
יביא,0
ניתקת,0
בר מצווה,0
רופא,0
שמה הבאה,0
ושליעד יפסיק תסטורי,0
רציני חבר שלך,0
אהבה שלי,0
אמרתי ישארו,0
פפפ נכנסתי,0
תגיד זמין טיתו,0
פרצוף חושני,0
בואי נקנה 2 בגטים שלמים ואצל רויטל זחוג,0
,0
גלידה האחיות,0
קטנות פשצים קבוצה,0
הולדת 0,0
לשחק,0
סיפרת לחצי הנהגה לכולה,0
הסתכלת בעמוד,0
חו חבר חחח,0
מידי,0
תקשיב דומה,0
חחחח תראו ליאור הצתרפה,0
דיי חאלס קשה,0
בנז,0
חשןב יפריע,0
די לחפור דראפט,0
הצעות,0
תידאגי תיפרקי,0
מספרת רונלדו וואי וואי וואי,0
מאוחר,0
מתי באה,0
פסח למורה חנה,0
ישלי דוס אחות חילונית נוסעצ בשבת משו ואותי זנ,0
ליד אחים שלי,0
גאונות יתר,0
עליך,0
גברים מאחורי גדרות,0
צלם ים,0
בואנהה יובל צא צא דחוף מהסרט חיי בוו,0
בנינו,0
ותגמור,0
שלושה ימים עצבנת,0
הזויה המוח,0
הקפתנית עצמי,0
,0
אוהב אותכם,0
תבחר 3,0
לכתוב,0
שתתו,0
פסח,0
אוהבת אותן,0
משנה לסכסך,0
אמרו לשאול אוהב מהכיתה,0
איבדת בנתניה,0
אמרה דיברה איתך בבית,0
שלחוו לאחת שליי,0
כוח,0
אתן,0
רציתי יודעה,0
בצילום ששלחתי,0
שבועטוב רוםרוםשלי לוליקטנה אהובשליי,0
מאלון הדול אסאלה,0
אהה יגיד,0
וידיאו,0
סיבה לכך שחנן בספיקרס יפה מאחורי הגב,0
,0
המנהלת,0
ליאם השלמנו והיא הבינה עשתה,0
יתייג,0
היית תהיי החברה טובה שהייתה,0
13 גלידהה,0
תפסיקו מאוהבת בכוונה כוכביות מזמן ומי שיגיד הבאה יחסם במידי יקלל קללות שאתם תגידו,0
הראל יפרח יונתן,0
נתתי אצ המספר שלך,0
האמנתי בדקתי סירטון אמיתי,0
תסבירי,0
,0
ולקוראל מתקפת צחוקים צוחקות מסתכלות שנייה ועכשיו לקוראל נשפך מים נחנקתי,0
בסוני,0
מתרימים,0
חבל הצלחת משנה,0
ניצול סבבה תציע ממני שחרר,0
שמישהו דיברתי חודשים פתאום מתקשר אלי בטעות‍♀,0
באלך,0
מגמגם,0
רשמו,0
ג׳יזס תפסיקו המילה קרינג׳ הופך המצב לאקוורד,0
אחותך במיטה,0
כנסו לליב באינסטגרם⁦️⁩⁦️⁩,0
מור מצלם ושולח ליוטיוב,0
נשואה,0
תמונות איתי יפות,0
,0
אללה ווכבאר,0
תקבל,0
דיסקורד וגאומטרי דאש במחשב,0
בעבודה מחמש,0
שעמית חסם מושג לפתוח קבוצה שלי שלך ושלו לצאת מקסימום,0
חולה עלייך תינוק,0
,0
חזק,0
מעצבן,0
שלי עונה וואף,0
רןני סכום קנית,0
איתי בקבוצה,0
אמרת שניה,0
שתיכם חברים טובים שלי,0
,0
כוח להדליק אור תראה מידי הכיעור,0
זד,0
דיי אוויר,0
נאבדה תתקשרו מוצאים,0
יאלה,0
עינב רשמה,0
מתגע,0
3יום,0
זהו המשחק,0
שלחו לנ,0
הילד חתיך בשכבה חיים שלי,0
מכינים הר געש,0
חושך אוריאן,0
המספר,0
בעניין שנלך לשם,0
הבל ידעת אוהב,0
הכבוד,0
נמאס להתחנן,0
תתכתבי איתי,0
כעע בטח,0
ביוש נשאר 1,0
שלי,0
תזמין אבוא,0
נשבעת חתיך,0
תצבעו מבפנים,0
פחחח,0
מפחדת,0
חחחחחחח,0
מזרן,0
תירצה,0
רצינית,0
וג׳ונסון הוריד מהמזח,0
דרכא מושפעים,0
תמונה יפה,0
דורה,0
צודר,0
הסתובבה והלכה,0
בסאה שאסור קעקוע,0
טפו גויה,0
לדוד שלך קוראים עומר לוי,0
המקום,0
בנאדם שחשוב ואכפת,0
2 לסקוואד,0
תנסו לגרוום לחייך במילה,0
התאריך הטיול,0
בסוני,0
מתגעגע️,0
אגם מאיה בסדר,0
לקח הטלפון,0
הזוי,0
הראה,0
חחחחח מעצבן יוצאת שטויות ותמיד מדברת איתה והיא עלייך מגנה עלייך עזבי הילה בעיות,0
חייב,0
יחסום,0
תסנני,0
הילדים פוגעים בילדים הילדים האלו חושבים מצחיק ומגניב לרדת שמן חכם ופחות חכם הילדים שאתם פוגעים בהם בוכים בבית הדברים ילדים שאפילו מתאבדים מהדברים 95 יעבירו ההודעה 5 שיעבירו החברים מעביר לב להעביר מסר שנראה שהבנתם,0
ולי שמה שמן הראש מחכה תסיים שסוף תישטוף השער נשמן,0
יונה המלך,0
מביאה תיק קטן שימי בגד ים אביא,0
נןעותת,0
תגידי שאמרתי,0
מהצוות המלון,0
הקללה,0
70 קב,0
מבטיח מכון כחוך,0
Tellonym Me httpstellonymmenoamarami תשלחוו הודעות,0
קיצר נוי ככ קרובה לאיתי ואיתי,0
חברים טובים,0
סטטוס בוחן פתע,0
אורר,0
היי יקירה,0
לגומי,0
גומות הורסות ילדונת,0
בחיים יחליף,0
השם,0
שוש תגיד לחברים שלך,0
והיא אמרה ליאני תעשי בנאדם חזק מהדברים היחידים שישברו,0
לפרסם,0
בחיים התנהגו אליי מתנהג אליי בחודשיים האחרונים,0
שגלזר טעות,0
באתי לכתוב בקבוצה המאמן מתי נגמר החופשולא כוח שאמירם יענה נגמר נגמר,0
רוני הבנתי,0
החיים שליי אתת,0
שחורי לשכוח הפנקס,0
תגיד שנטשת,0
גרוע בחיים שליי,0
אהבהת חיי,0
לייב כנסו,0
חשבתי שזאת נוי אוהבת,0
אנסה,0
יכולתי לצאת שש קילים,0
שידבר,0
מרגיש מפגר,0
עובד ומבקש לחכות שש,0
דוגמא,0
מפסיקה לחשוה,0
שתהיה מעודכן,0
נועה שמה לב לריב סבבה,0
תראו האור שאילעי בתמונה תראו אור,0
מצד נדבקת אלי,0
שתהיה בריא,0
נשיקה סתירה,0
9 נקודות,0
הסיכוי אוהבת 0 שקד,0
באפריל‍♀,0
עזבי עולים,0
ואמרה,0
תקרא בטון דורה שלי גבוה,0
לספר משהוא קרובים,0
שלפעמים מוזר,0
חודש,0
,0
דיי,0
3 מתנתקת פורשת,0
ממה,0
תתארגנו עכשיווט,0
כולכם הייתם נהדרים כנפיים שמחים ומדהימה גאה איתכם ומאושרת שותפה תודה,0
דומה דיברתי איתה,0
מכוער,0
הזהב,0
אבישי יכל,0
חחח אהבלה,0
נדבר,0
אהה מאמי,0
טובות,0
סלט בריא,0
קיללת בוביי,0
מפריז שניה שלי,0
שיביאו יצלם,0
בנוסף להכל,0
הנדרסון,0
ספרו,0
והיא מקבלת מיו,0
תפרטנט,0
באה שיחה בדחוף,0
מתאים,0
רון ירין רון,0
טל יאהב,0
8 6 5 1 ו3 בצחוק,0
שהשיער שלך ארוך הופך לקצת מוזר,0
ירון שקט ישנים,0
התעצבן עלייך,0
הסטורי,0
ו35 טעות,0
הצפה בבית ישש,0
לילה טוב‍♀,0
MORNING מוקדם שלי עכשיו‍♀ אעאע 4 ימים בארץץ,0
פוורשת לאיינסטה יוומנדייר,0
ליאור אומרת ששבת,0
וההורים שלי ענו כשהתקשרתי שיא פחדתי,0
בשוקש,0
חבל אוהבת,0
מנשה אמיתית איתך חלאס,0
קרוב,0
גאונות לשמה,0
התשובה בשאלה 5,0
שמתקשרים,0
אכפת,0
אוהבת רונשר,0
בשקט תדבר עליה,0
ונאמר אמן,0
דיש אקלק ·,0
יאלה שקט טיפ,0
ההתיישבות 51,0
מגיעה הלשון,0
המלצות לשירים,0
סתכלי אחורה,0
רציתי,0
מחכה,0
תגידי לאיליי להחזיר אוץי לקבוצה,0
לילטובשחר,0
קח בחשבון שהקטנים סיכון,0
אימא הסכימה שנישאר,0
חחחחחחח אצלנו,0
כע התבלבתי,0
בהולנד חלונות אדומים טירוף,0
קצר,0
מסכים,0
הנהה אגם הגיעה יבהיל המיטה,0
אפור הורסת יופי נויה,0
,0
גיא הסביר,0
,0
חזרתי מהצופים הבית חשוך תומאס מדמם חור בבטן ונכנסתי ללחץ החיים ואבא שלי לקחנו לרופא ניתוח וכול,0
וההרשמה נסגרת בבוקר,0
בישבילך מחמאה,0
,0
בכיתה שלע,0
בסדר הכיתה,0
שגיא חכה,0
משנה אפסיד,0
עלאק מקאנה ידידים טובים,0
הולכת לדחוף ולישון,0
חובה עלייך לחבק 6,0
מקלדת מפגרת,0
מעבירה,0
אינטרנט,0
,0
נמאס,0
משוגע,0
סגור גינגני,0
שתחזרו חברים חזי נורא אוהב ובכלל כייף שהיית אלינו היית מזרים העיניינים טיולים חרטטיקות,0
אהה פתאום אכפת,0
מהזה,0
אמרתי בצחוק,0
חבר,0
שמן מטומטם,0
מוזמנים שותפים לתהליך יחד איתי בלייב חפשו noamgero באינסטגרם,0
היי ליד הטלפון רציתה,0
משעמם אצלנו,0
מחשבות שידור,0
תגידי שאץ שתשלימו לסמוך,0
הבנת הסתקלת בויקיפדיה העלייה מגרמניה תרשום ויקיפדיה העלייה מגרמניה,0
נודרת בוכה,0
הנציג שמחתים השכבה מג וב,0
מאמי וזהו,0
ילדים קבועים שמסננים קבוע מתחיל מגעיל לענות קשה,0
והיא מנסה להתרגל אליי,0
מתיי הייא ברחה,0
איחור,0
תוציאו מהבית,0
נמאס מהחיים למותץת,0
כאילו בחוץ מחוץ לשער,0
אמרתי לעבוד במחשבים,0
,0
בקיצור תבואו,0
הכול באהבת,0
במכבי תל אביב חלוץ 9,0
קטן צעיף אותכם להית,0
משווה עליה אוקי,0
כזאת,0
חחח,0
וואי ‍♀,0
נדיר מומולדתת שלל אמאשלי ואחיין שלילשואלים נולדו באותו אהבותשליי רגעים יפים איתכם כלכך שמחה שאתם המשפחה שלי אפחד שבועע יוון £,0
תקרא חיים שלי ימפגר,0
טלפון שבר,0
מסתכל עלייך לרצוח,0
כנל וואי,0
כנסו לליב חמש צופים צועקים בקניון ‍♀,0
שיעורים כרגיל,0
תשירו טיי ותתקעו מצות שוקולד בפרצוף,0
אהה ותגידו אימוגי בשם ‍♀,0
תגידי שבאמת אוהבת וזהה שיענה,0
פתאום מעריצה,0
קרה פליז תענה צוחקת,0
חחחחח לקח ליכתוב,0
אמרת שתורמי,0
דנה עדן שניהם,0
תידאגי זורמים,0
לאים ביוש,0
טשטשי,0
הלוואי שהייתי,0
בשבילי,0
מדבר שמאור בשיחה,0
תקשיבו וחברה שלי סירטון ביריונות ברשת,0
מחכה,0
טובה,0
שמעי אוהב רציתי לומר,0
תותח,0
איבדת הקול שלך,0
קשור אליי,0
אומרת דיברתי ממה שאמרתי עניתי,0
,0
נשמע נשמע,0
מרדכי,0
חמר,0
אמרת לשוהם,0
mesiboteva קססה סיפור mesiboteva תעקבו,0
בסדר מאיפה אמור,0
לאנשהו,0
דיברתי,0
תריך להיתוהעצבני,0
עשיתי כוכב,0
אמלהה חשבתי,0
ענקית,0
למסע פסח,0
למצוא,0
לידך,0
מדבר,0
וואו טס מהר,0
לספורטק,0
שנה הפעם הראשונה אבכה בבית,0
מעסיק,0
רגילה כמוך,0
אמרת לגיא שאמרתי שיקפוץ,0
להעיף בוקס,0
לבלועה,0
תעקוב,0
לחיפה,0
וואלה התנהגות השם השמור,0
,0
אזמה פליז,0
ילדים שממש בפריעו,0
תגיד,0
שתוק כתף 2 אצבעות שבורות,0
יומיים נפרדים,0
דברי בלחץ עלינו,0
GOOD NIGHT TO MY LOVES 216 רואים היפה שליי מושלםם,0
פורשת משחקים בפיפא הביתה מתה ומותשת ארוך ומושלםם בטירוף אגמוש החיים שלי מימונה אצל לילי לילה לאחשלי הקטן,0
יוצאים מתי,0
יהכי יפה,0
מתחילים תמצאו הסמילי,0
שתיהן באותו צבע,0
שלי ואחותי עשינו הליכה,0
צוחקת,0
נורא שלך חמודה,0
