text,label
"אל תספרי לאבא אבל
",1
"אל תספרי לאמא אבל
",1
"אל תספר לאבא אבל
",1
"אל תספר לאמא אבל
",1
"אני שונאת אותוו כל כךך וואי את לא מבינהה
",1
"חחח איזה שחקןןן שלח תמונת עירום שלה
",1
"אינמצבב ישלך תמונת עירום שלה
",1
"שלח שלח תמונת עירום שלהֿ
",1
"וואי היא כזו זונה דני אמר לי שהיא מצצה לו אתמול
",1
"את מבינה? מצצה לכל השכונה כבר חחח
",1
"תכניסי אצבע,תרגישי כמה רטוב לךך
",1
"אני אגמוור עלייךך
",1
"אני יודע איפה אתה גר חבל עליך מחר אני בא
",1
"יעבריינית מקלדת בואי נראה אותך במציאות יפוסטמההה
",1
"יעבריין מקלדת בוא בוא למטה דקה אצלך נראה אם יש לך אומץ
",1
"וואי הרגת אותי עלאק תבואי להרוג אותי חחחחח
",1
"היא פגעה בי ממש לא הפסקתי לבכות כל הלילה
",1
"את לא מבינה איך היא העליבה אותי
",1
"בכיתי כל הלילה בגללו
",1
"הוא פשוט סתום את לא מבינה כמה הוא פגע בי
",1
"אני הולכת לישון כל לילה בוכה בגללו
",1
"חתיכת חרא אחד חכה מחר בכיתה אני אראה לך מה זה לקלל את אמא שלי
",1
"עד אמא שלי !! יבנזונההה למה מי אתה בכלל יאפססס
",1
"יהומו מזדיין עד אמא שלי
",1
"יהומו מזדיין אני אספר לכולם אם לא תרגע ומהר
",1
"דוד שלי אנס אותי
",1
"אני אדחף את הזין שלי עמוק עמוק לתוך הגרון שלך
",1
"אני אזיין אותך חזק בכוס
",1
"הכוס שלך רטוב?
",1
"אני אזיין אותך ואת המשפחה שלך!!
",1
"חחחח קנאית שקרנית אני יודעת שאת מתה לזיין אותו
",1
"וואי הוא לפעמים כל כך מעצבן אותי שבא לי להעיף לו כאפה !!
",1
"אני חושבת לעבור הפלה
",1
"איזה ציצי קטן יש לך
",1
"איזה ציצי ענק
",1
"איזה ציציםם שפיצייםם
",1
"חחח חתיכת קונאפה מי יסתכל עלייך בכלל
",1
"תביא למחר ירוק
",1
"תביא למחר חום
",1
"מישהו דואג לקנאביס?
",1
"עישנתי אתמול בלי שאמא שלי ידעה
",1
"באלי להעיף לו כאפה לפעמים תאמיני לי
",1
"כמה ירוק העפנו במסיבה אתה לא מבין אחי
",1
"למה סיפרת לה חתיכת שטינקר מסריחחח?
",1
"חתיכת מלשין משטרההה חכה אני אהרוג אותך
",1
"שמאלני מסריחח תמות אמן
",1
"שמאלנית מסריחה עופי עופי מהמדינה
",1
"ישמאלני הומו לך תדחף מלפפוניםם לתחתתת
",1
"בתתתת זוונההההה מזדיינת עופי לי מהחיים עופייי
",1
"איזה שמנה את חחח מי יצא איתך ידובה
",1
"איזה שמנה את חחח בטח שאת יושבת על כיסא הוא נשב חח בקושי בדלת את עוברת
",1
"שמנה מסריחהה חחחח חיה בסרט שאת איזה משהו
",1
"דודי השמןן בבטן ישלו בןןן
",1
"חתיכת שמן מסריחח
",1
"תראה כמה אתה אוכל מה הפלא שאתה שמן
",1
"חתיכת שרלילההה מוצצת עופי עופי מפה
",1
"תראו את השרלילה הזו חחחחח זונה מזדיינת
",1
"הנה השרמוטות הגיעו
",1
"היא פשוט שרמוטה שתעוף כבר מהביצפר
",1
"וואי הלוואי ויעיפו אותך מבצפר כבר די נמאס לשמוע ממך 
",1
"אני וליהי התחרמנו אתמול
",1
"אני ואלעד התחרמנו בשבת כשההורים לא היו בבית
",1
"איזה תחתת יש לה אתה מת
",1
"נשקי לי תתחת יפוסטמה למה מי את בכלל???
",1
"חתיכת תחת אה
",1
"חח בטח התעללו בך כשהיית קטנה
",1
"יילדה מוכה חחח כולם שונאים אותךֿ
",1
"יילד מוכה חחחח בטח אבאשלך אונס אותך כל לילה
",1
"ילדת כאפות חחח מי שם עלייך בכללֿ
",1
"אתה כזה אידיוט מפגר לך תחפש את החברים שלך
",1
"את כזאת טיפשית חח כל הכיתה שונאת אותךךֿ
",1
"אח שלה אנס אותה
",1
"אח שלו אנס אותו
",1
"אשכנזי מסריחח עוף עוף מפה אף אחד לא רוצה אותךך
",1
"אבאשלךך בטח מזיין מהצד את אחותך יבנזונהה מזדייןן
",1
"תגעי בדגדגן שלך 
",1
"תשפשפי טיפה את הדגדגן שלך ותדמייני אותי נוגע בך
",1
"חח בטח כל היום את דוחפת דילדו
",1
"חחחח בטח ישלך מגירה מלאה דילדואים
",1
"את כזאת דפוקה אלוקים תתאבדי כבר
",1
"הכנסת פעם ויברטור?
",1
"הזדיינו כל הלילה אחי אתה לא מבין
",1
"כמה הזדיינו בשבת וואי אחייי איזו אורגזמה מטורפתתֿ
",1
"היא חתיכת מוצצת אתה לא מבין מה עשתה לי
",1
"אתה יודע איך היא מוצצת אחי? 
",1
"מצצה לי ולעידו חחח אתה לא מבין איזה שרמוטה היא
",1
"וואי אחי אני רואה אותה עומד לי
",1
"את לא שווה אונס
",1
"חבל שאמא שלך לא עשתה הפלה
",1
"לכי הביתה יא משקפופרית
",1
"זונה בת זונה
",1
"המיץ של הזבל
",1
"גם אם היו משלמים לי לא הייתי מזיין אותך
",1
"בולעת זרע
",1
"תפסיקי לזיין את השכל
",1
"תפסיק לזיין את השכל
",1
"אם את משלמת לי כסף לזיין אותך לא מקבל
",1
"אני אפתח לך ת'תחת עד שיכאב לך
",1
"סתמי ת׳פה ימפגרת
",1
"סתמי תפה שלך פוסטמה אחת
",1
"תשתקי או שאשתיק אותך
",1
"כשאני אסיים איתך אפילו ההורים שלך לא יזהו אותך
",1
"הלילה את מתה
",1
"תסתמי או שאזיין לך תפה
",1
"איזה טיז יש לך את
",1
"ימזדיינת בתחת למה מי את בכלל
",1
"שמאה גברים ישפריצו עלייך
",1
"ששלושים גברים ישפריצו לך בפה
",1
"הלוואי שיאנסו אותך אונס קבוצתי
",1
"תזהר לפתוח על אמא שלי, למה אני אבוא אליך לא תכיר את עצמך
",1
"אמן זין של כושי יזיין אותך
",1
"אפתח לך ת'תחת טוב טוב ככה שהכל יכנס שם
",1
"את צריכה מישהו שיפרגע אותך טוב טוב.
",1
"את צריכה מישהו שינענע אותך
",1
"אם הייתי נראה כמוך הייתי מתאבד
",1
"רואים אותך מבינים למה יש רעב בעולם
",1
"אני אפוצץ אותך מכות שאת לא תביני מאיפה זה בא לך
",1
"מי זיין אותך הבוקר שאת ככה
",1
"אחרי שאני אגמור איתך אפילו אמא שלך לא ץזהה אותך
",1
"אותו דבר רק ען סיומת של: אפילו אתה לא תזהה את עצמך במראה
",1
"מי ישתין עליך את לא שווה זיון
",1
"תזהר לפני שאני מחזיר אותך לכוס של אמא שלך
",1
"אני אזיין אותך במכות
",1
"הומו קוקסינל
",1
"בן שרמוטה עם מי אתה מתעסק
",1
"אני יודעת שהם עישנו הן סיפרו לי הכל 
",1
"כולם צבועים 
",1
"מצחיק שאתה קורא לי טיפש וסתום 
",1
"אוף ממש רציתי ליראות אותך שתקבלי פיצוץ לראש המכוער שלח 
",1
"הסכמת שאתה מכוערררר 
",1
"אני בוגד בך 
",1
"עדי ראה ראשון יא טמבל יא דפוק 
",1
"הדוקרים של אשדוד 
",1
"וזה נמאס להגיד גויה גויה 
",1
"דברי איתי שהשרמוטה של הקריות לא תהיה ליידך 
",1
"יואווו אוראל סתוםםםם ילד פיגור & 
",1
"שאת סתומה 
",1
"זה סוג של חרם ך 
",1
"קיצר אני בהריון למה אתה חושב שיש לי בטן כזאת 
",1
"אתה בן זונה 
",1
"בנות תגידו... מה לעשות כשיש לי חברת ילדות שכל הזמן יורדת עליי ומשתיקה אותי ופוגעת בי ומרכלת עליי מול כולם... היא מתנהגת אלי זוועה... אני כבר רוצה למות מרוב כל ה (אני ממש מצטערת אני מאוד עצבנית) חרא שהיא זורקת עלי... אני כל כך מיואשת ממנה ואני חוזרת הביתה בדיכאון... 
",1
"למה כוסעמק ניצלת אותיי 
",1
"אתה יודע מה. זה כבר לא מעניין אותי. לי נמאס שאתה מתנהג עליי כאלו אני בובה. 
",1
"חחחחחחח ילדה את זאת ששלחה לי הודעות מה את מזיינת לי תמוחחח 
",1
"כע שתי בוטנים יטמבל מקום אחרון בליגה ימתרומם מניאק שאני לא יביא עלייך את כל באר שבע יערפו לך את הראש יטמבל נראה כחלון יזין 
",1
"לא באלי זה עושה לי רק רע 
",1
"פגשתי את אורי קנאביס כשהוא יצא מהבית, הוא אמר שיש לו שוקולד בשבילנו 
",1
"גם אחרי שנתתי לו סטירה אני אוהבת אותו 
",1
"ילד דפוק 
",1
"חסוי תתקשר עוד הפעם יהומו את מתקשר ומנתק 
",1
"קנאיתתתתת 
",1
"הנה ימפגרת 
",1
"תיסתום !!!!!! 
",1
"נו תגידי כמה שמן עבר 
",1
"בא לי לתת לך מכות 
",1
"עדי תגידי לנועה שאני לא קשורה לריב שלכם כי היא אמרה שאת אמרת שהיא צבועה כי אתמול את והיא רבתם מכות 
",1
"הם מפורסמים רצח 
",1
"אני יקרע אותך גם מחר 
",1
"אתה יודע שאני שונאת שאומרים לי חופרת אז מה הקטע שלך 
",1
"ילדים חארות תמותו! יום חרא?? מתנתקת בייי!!! 
",1
"יאוכל בתחת 
",1
"אתה לא מצחיק תתאבד 
",1
"בוכה את החיימלשלי בחיים שלי מהרגע שנולדתי לא בכיתי ככה לא יכולה להמשיך לבכות ככה כל יום# 
",1
"אבא דוראל קרה לי מטומטם ודביל 
",1
"יאללב בוא סיבוב סיגריה @⁨שלומי האחחח⁩ 
",1
"שתשים את האגו שלה בצד ותסתום את הפה 
",1
"חחח מי את שתגידי יא חתיכת חנונית 
",1
"הקופות באות @שידהןלבשלי! @אוראלציקשוויליחייםשלי! ## 
",1
"תחת כוס, זים ציצים זין 
",1
"רועי היום ימיני הרביץ לדביר בגינה הציבורית וחנק את דביר ממש חזק 
",1
"@⁨דניאל אחשלי⁩ מצאתי סקסית חדשה אם שיער כחול 
",1
"ארד יא חתיכת בריון 
",1
"מי ירצה להיות דומה לך יסתומה 
",1
"ישקרןן גיללל 
",1
"*לכי תמותי 
",1
"התחילה לבכות באמצע שיעור 
",1
"מה די?! שלך יקרה משהו יקללו אותך עד שתרצה למות 
",1
"חחחחחחחח אחת המכוערות באימא שלי אחותה יותר יפה מימנה פי אלףףף 
",1
"אני מראה לך כמה רע זה עשה לי הפרידה הזאת 
",1
"תתעלמו ממנה היא תסתום כבר 
",1
"או בת זונה 
",1
"כן אבל אני לא כמו כולם החושים שלי אומרים לי עוד כמה אני יכול בלי להשתכר 
",1
"ילדה מכוערת 
",1
"יחתיכת עמה 
",1
"חובות ילדה רעה 
",1
"יום הכי חרא אבר בכי בא לי למות 
",1
"בואי אחותי כולן לא סובלים את נועה עינבר המרוקאית המשוגעת הזאת 
",1
"יאללה איזה שקרנית פעם אחת את אומרת שאת לא רוצה אהבה ועל כל זה כולם מדברים עלייך כי את משקרת פעם אחת את אומרת שאת לא מאמינה באהבה ופעם אחת יש לך חבר ויש לך מלא חיסורים ומבחן אז בהצלחה לך כי אני לא מתערבתלך יותר בחיים 
",1
"סבבה חיימשלי אני אותך בכוס ואת אותי בתחת מי א פיתים 
",1
"נוה שוב מעשן דבק 
",1
"מה שמעתי רבתם מכות 
",1
"אה שאני סתומה 
",1
"כתבה מוואלה!, מורה פיתתה תלמיד לסקס עם מקדונלד'ס, חשיש ועירום
",1
"אה אופס מפותחת בתחת!! 
",1
"אתה יכול לסתום את הפאקינג פה שלך כי אני רק רציתי לדעת 
",1
"ועם אני מסננת אז אני רבה עם ילד שמקלל אותך ותמשפחה שלי 
",1
"וואלה יופי בואו אני גם ימות עם בא לכם 
",1
"אשמתי שהיא שקרנית ושאף אחד לא מאמין לה 
",1
"השעה שלי יום חרא שונאת אותם אמן שהם יצאו לי מהחיים  עם מי מדברים 
",1
"טוב עזבי אותי כבר אין לי עצבים עלייך ולא לריב איתך סלמאת 
",1
"גאזל יבן זונה 
",1
"אני אענה פה במקום לענות לכול אחד בפרטי...אני פשוט חושבת שחן שונא אותי הוא פעיל ומסתכל לכולם באמת נותנת לכולם לייקים צופה בסטורי הכול .. לי לא עושה כלום.. ישלי תחושה שהאהבה שלי אליו היא חד צדדית.. וגם העלתי סקר אם לפרוש או לא ויש כאלה שסימנו לא.. ויש אחת שכתבה לי לךרוש באנונימי..ואני ממש עצובה שלא פגשתע אותו ודיי הכול ופשוט נמאס לע.. 
",1
"יא מכוער 
",1
"ילדה זונה חסרת חיים עלובה! 
",1
"וכבר יעשו ממני זונה 
",1
"פעם הבאה שתדבר ככה לאשר אני יתן לך סטירה לנחיר ידבע 
",1
"גם אני בוכה 
",1
"אמן ירצו להרביץ לך אני יצלם ולא יעזור לך יבן זונה 
",1
"שאני מתאבדת וזה 
",1
"היא סתם שרמוטה אני מדברת איתה לפעמים וכאלה 
",1
"יש ימים כאלה ... בוריס - מעכשיו כל הצוות עושה עליך חרם !!!! 
",1
"את ילדה רעהה 
",1
"סתום תפה מפגר 
",1
"שחףף החראא הזאת אני ועמיתת רבנו מכות פסדר ניפתור את זה בנינו אבל מה שחף הלכה להגיד אותיי לנעמה שהרבצתי לעמית ובכלל הוא התחיל ונעמה אמרה לי בכלל שאני במועצה ולא צריך לריב וכל הזין הזה אז יש סיכוי שאני לא ישחק בטורנירים של הכדורסל 
",1
"נכון התקופה שהיינו חברים וזה והיינו מתחרמנים ביחד? 
",1
"לא יודעת נימאס לי כבר אני רבה עם אלעד חברות שלי עצבניות עליי 
",1
"תגידי לו שילך להזדין ושהוא חתיכת מכוער אידיוט חסר חיים! ושעוד סליחה אחת ממנו אני מגיעה עד אליו ומזינת אותו . תודהוהמשך יום טוב! 
",1
"זה מה ששלחתם לי אתם לא חושבות שזה מעליב 
",1
"אמרתי לו כאפה בבוקר או אגרוף מתי שהוא רוצה 
",1
"תחנק אמן 
",1
"מי דיבר אליך יהומו 
",1
"מה היגיון סתמי כבר תני לדבר 
",1
"יובל אני עמית גאיה אן לירון לירן רצינו לצאת עליה אבל היא הלכה להלשין עלינו 
",1
"ליה תגידי להם שירגיעו ומהר כי אני עצבנית עליהם 
",1
"אני מזיין את שתיהן ביחד 
",1
"אני לא מפחד ממך או מאף אחד אחר בקבוצה ואני רציני 
",1
"אפילו חרא נראה יותר טוב ממנה 
",1
"חופרת יא מפגר 
",1
"אם אתה רושם נקרע רואים שאתה דביל חתיכת אידיוט 
",1
"וכאילו מה ....הוא צבוע ומגעיל 
",1
"ושאמא שלך תקפוץ לך ימפגרת מזדיינת בתחת 
",1
"השקר הזה זה רק אחד מתוך מליון דברים 
",1
"ילד זין חכה מה אני יעשה לך בבית 
",1
"יבן זונה מי אתה בכלל שתגיד לי עם מי להסתובב הוא דוד שלי יגיי אחד תזדהה יהומו כוסדודהשלך תזדהה 
",1
"למה אתה מקלל 
",1
"מרגישה סתומה ורעה 
",1
"הוא מקלל את המשפחה שלי 
",1
"אלמוג כדאי לך לסתוםםםם 
",1
"אם היא תבכה אני נשפכת מצחור 
",1
"אז למה אתה עונה תיזדיין ער לא יודע ליכתוב יאוכל בתחת 
",1
"אבל אמרת שאתה לא בתול 
",1
"יש מישהו שמאיים עליי שהוא יבוא לבית שלי לפוצץ אותי מכות ולאנוס אותי ואני צריכה אותך זמין ובהיקון למקרה שהוא בא 
",1
"ממש מגעילה 
",1
"סיפורי סקס מחרמנים 
",1
"תגיד אתה מטומטם או מה? 
",1
"בעיקר על הבן זונה שאני מדברת עליו 
",1
"אין לה שקרנית 
",1
"איזה זונה מביאליק 
",1
"הוא כול כך מסכן שהוא כבר לא בתול לחי כי אמא שלו לקחה ממנו את זה 
",1
"לי לפוות אין 
",1
"מה אתה מזיין את אמא שאושר ביושר 
",1
"הורידו לך תבולבול 
",1
"איכ ילדה מושפלת מסריחה&. 
",1
"אני מוריד לו כפה הוא שותק 
",1
"תקשיב ימניאק אל תיתרב הבנתה 
",1
"לך תחזור לחור שממנו הוציאו אותך יא ילד מסריח מזדיין בתחת בן של זוֹנהּ כולך חיית מחמד יבן כלבה 
",1
"איזו סתומה 
",1
"בטח אחרי שנולדת בגן החיות הקופים חינכו אותך 
",1
"אני יזיין אותכם 
",1
"מאחלת לו רק רע בחיים## 
",1
"אתה לא מבין איך אני בוכה 
",1
"והייתי מסטול אז לא הספקתי לראות שום סדרה 
",1
"זיןן שליי את 
",1
"שלביא יהיה נרקומן מאוד 
",1
"אם לא תיסתמי 
",1
"##יום חרא נמאס כבר 
",1
"את אנורקסית 
",1
"מה קנית? קונדום? 
",1
"באמא שלי תתאבד 
",1
"טןב אין לי עצבייםםם 
",1
"כל העולם ואישתו אומרים לך שאתה מפגר למה לא להקשיב להם ולסתום 
",1
"הוא חננה כזה 
",1
"סתוםםםםםםםםם 
",1
"הנה אני כבר מודע מי שיקלל אותיי יקבל מכות 
",1
"בואנה יא בת זונה 
",1
"בוא נקפוץ עליו נזיין אותו מכות 
",1
"אני לא מבינה אבל למה כשהוא אנס אותה היא לא נתנה לו מכות וברחה, תכלס היא יכלה.. 
",1
"אז סתום תפה 
",1
"עם לא הייתי קיימת לא הייתה בוכה 
",1
"תקשיבו מאוד נמאס לי מכל הילדים המעצבנים האלה אני שונאת את כולם לא משנה מי כל מי שרואה את זה הרס לי את החיים והשאיר לי פצע נפשי שאני משווה אותו לירי בראש שונאת אתכם אמן תמותו ילדים חארות אני רוצה להתאבד ואל תחשבו לבוא ללויה כדי שהקרב שלי לא יזדהם מרכיחות מגעילות כמוכם# 
",1
"אז אין מה לבוא בכלל מה אני צריך לראות אותכם שם רבים כמו ילדים מוצצים 
",1
"תפסיקי לדבר אליי כלכך מגעיל 
",1
"איריס תסתמי תפה שלך ימפגרת את לא חייבת להאמין לנו 
",1
"אל תוסיפו שמן למדורה 
",1
"תקשיב אני לא עושה אליך חרם וגם תומר לא אז לא נהיה חברים 
",1
"כשכתבתי הומו את ישר ידעת במי מדובר . עובדה.זה היה לצורך זיהוי. 
",1
"לדעתי מה שעובר עליה זה לחץ חברתי ממש קשה. אני אסביר לך איך זה. בדרך כלל כשיש ילדים שעושים על מישהו חרם או מחליטים להציק בדרך כלל הילדים הולכים לצד של הרוב 
",1
"די ילד למה אתה כסה מושפל 
",1
"שקרן אפס 
",1
"רק בכי יש לי בחיים בלעדייך אני כלום 
",1
"מה אתה בן זונה רק אותך הוא מכיר 
",1
"אתה יכול לדחוף תאללה וואכבר לתחת 
",1
"אני אבוא עד לרבין לדפוק לו מכות 
",1
"ואולי תילמד מזה לקח ... לא ללכת סתם לספר דברים לא נכונים כי אחרי זה סתם כועסים אליי אל מה שהוא שלא עשיתי !! ולא אעשה !!! תחשוב שאני אומרת את זה להורים שלך שאתה מעשן !! מה אתה מרגיש אה? 
",1
"תשמעו באמת שזה לא שקר 
",1
"סתמי אתת 
",1
"ואוהבת נצי 
",1
"יכתיכת מטומטם 
",1
"או אונס אותם 
",1
"אבל בואי נודה, בהפסקות בא לי לדקור אותה 
",1
"אושר מתחרמן עלהתמומה הסאת 
",1
"וואי כנסו הוא מרביץ לי# 
",1
"אני אנס אני מדבר עם ילדה בכיתה ו ואני ט 
",1
"בגלל סיגריות 
",1
"ואופיר עכשיו הרביץ לי 
",1
"בת זונה מטומטמת 
",1
"אה מכוער בנדר 
",1
"למה עשיתי לך לב לעזזל אני שונאת אותך איטלר ? 
",1
"אני שונאת אותך...! 
",1
"תשאלו ישרלילות 
",1
"היא רוצה להרוג את עצמה 
",1
"אז את מודה שקראת לי צבועה וחרא ילדה 
",1
"יואווו תקשיב איזה מטומטמת מיטללללל 
",1
"תקשיבי איך שבאת ואמרת לנו אור רב מכות בואו מהר 
",1
"סתום תפה אשר יטמבל יזין מה קרה אין לך קול יזין דפקו אותך אה 
",1
"תגיד לי בך התעללו חצי שנה? 
",1
"אתה לא מבין כיף לן לראות עכשיו שבכיתי בגלל שרבנו 
",1
"איזה מכוער אמלה 
",1
"לא סובלת את הילד הזה 
",1
"רוצה שתביני משהו שאת תרחקי ממני ואל תפני אליי ואת גם ממש לא תאיימי עליי את מה זה טועה את חושבת שאת איזו חזקה אבל צר לי לבאס אותך את ממש לא יאללה 
",1
"ליאור שונא אותך 
",1
"ולי יהיה כיף ואני יצטלם עם השחקנים ואתה תשב ותסתכל ותרצה למות 
",1
"ואוי גם אני לא סובלת אותו באמת שהוא מכוער 
",1
"טוב שקרן אתה לא משקר לי 
",1
"אני עצוב שאת עוזבת. 
",1
"קצת בקטע כאילו הקטע של אני גומרת עליך נועם תזהר זה גם מאיים וגם בקטע מיני.. 
",1
"למה שתנשק לי את התחת ? כאילו זה לא מפריע לך ? 
",1
"סתום תםה אשר ידבע 
",1
"עלתה עליך הזונה 
",1
"אתה קורה לי חזירה 
",1
"יותר טוב אל תהיי חברה של הצבועה הזו 
",1
"עכשיו אתה צריך להשפיל את עצמך 
",1
"איזה בוגדדדדד 
",1
"הוא בתם יוצא הומו שרמוטה 
",1
"איתם יסוטה 
",1
"ואבא שלך דומה לרוסי 
",1
"כוסעמקק עצבים נימאס כבר לא מספרת כלום לאף אחד .#תאומתחיי 
",1
"וואי אני בוכהה עכשיו והדמעות שלי לא מפסיקות 
",1
"ילדה זונה 
",1
"היא תרצח אותך תזהרי 
",1
"לא אבל באמת תקשייב זה מפחיד אני ל איודעת למה אני בדיכאון ואני ממש בדיכאון פיתאום 
",1
"אני אמרתי יזיין 
",1
"וודקה זה חרא שמע מה אני אומר לך 
",1
"ישמן אוכל סבוניםם 
",1
"למה את בדיכאון? 
",1
"לפחות לי יש חברה ולא חזיר בתור חבר! 
",1
"השטן הזו.... כתבה לי משהו מאוד מעליב 
",1
"אימלה איזה מכוערת 
",1
"לא ידעתי שאפשר למות עקב טמטום יתר 
",1
"תמר סתמי תפה 
",1
"אתם שפות חסרי לב 
",1
"הלכתי להתאבד 
",1
"לך מגועל נפש אמן יהיה לך הרפס בזין 
",1
"רןי יבן זונה 
",1
"הוא מפחד ממני הגמד הזה 
",1
"אבל למה לנתק אני עצובה ועצבנית 
",1
"אתה הכי שמן 
",1
"אז זה מראה שבאמת אתה רוצה להמשיך את המכות אני היחידי שבצד של שניכם 
",1
"אחותך בת זונה 
",1
"שאתה צבוע ועוד מלא 
",1
"את על סמים שאת יודעת..? 
",1
"הןא ירד על שמוליק ואז רב איתו מכות ועשה צומי 
",1
"אז יש לי מצב רוח רע  
",1
"שתוק יזין אני תימני ויש לך בעיות עם זה 
",1
"דיי נרקומן 
",1
"תני לה לסבול לנצח. תקללי אותה באהבה חד צדדית 
",1
"היא לא צריכה לעשות היא פשוט צבועה רכלנית שקרנית... 
",1
"זדייני אם זה 
",1
"שתמות היום 
",1
"היא זונה 
",1
"אמרו לי שהוא אמר שאני סתם הומו 
",1
"בן לולו חטף ממני מכות 
",1
"אתה סתם חלשלוש פחדן 
",1
"סתןם סתום 
",1
"היום הכי חרא בעולם ואף אחד לא יבין למה כי לאף אחד לא באמת אכפת ממני 
",1
"כי הוא בן זונה 
",1
"הם מציקים לי 
",1
"מה דורי בוגד בי 
",1
"יום חרא## מוציאה ילדה מגעילה# 
",1
"לולי אני בוגדת בך 
",1
"יהומו מזדיין 
",1
"די איזה ילדת כאפותתת 
",1
"לא מה אני פחדנית 
",1
"ותאמין לי שתוך חמש דר כל החברים שלי מ-י׳ מתייצבים מול בן דוד שלו המסכן ובן דוד שלו מתחיל לבכות 
",1
"אתה יודע. כל בחורה חרמנית 
",1
"המושפל/ת שכתב/ה לי את זה באנונימי יותר ממוזמנים לכתוב לי בפרטי שזה הם, תפסיקו לנסות לסכסך ביני לבין תמיר כי זה פשוט לא ילך לכם ואתם סתם יוצאים קנאים מסריחים שזה מה שאתם.&. 
",1
"סתמי כבר על תחפרי 
",1
"מי מפחד ממךךךך אתה הגמדי 
",1
"ושוב בכי ביי פשוט ביח 
",1
"בבקשה יש מצב שאת לא משקרת לי 
",1
"אור שובל אמר לי לישואל אותך עם את עושה עליו חרם 
",1
"לא נעים לי אני בוכה 
",1
"יאן צוס מסריח 
",1
"איזה זיון שכל 
",1
"יאנסו אותכן 
",1
"כן מקללים אותו מי אמר שזה מהכיתה שלו?! 
",1
"ילד מפגר 
",1
"נהורא אמרה שאני יצור 
",1
"מזהה מכוערת 
",1
"כמה עוא מעשן 
",1
"לך לישון לילה טוב לך לישון מטורף חולה נפש לא יודע מה לעשות עם כל הכבוד אתה פשוט מכור לאלכוהול אני רוצה לישון לך לישון מטורף חולה קואד קמרצי לא יודע מה קרה לטלפון חולה נפש 
",1
"מצידי להתאבד 
",1
